  1.30400002 -.0720000267
  1.01600003 -.0950000286
  .589999974 -.023999989
  1.03299999 -.106999993
  1.19799995 -.0309998989
  1.20599997 -.247999966
  .638000011 -.0210000277
  .209999993 -.0329999924
  .791999996 -.0550000072
  1.12899995 -.0609999895
  .63499999 -.0310000181
  .824999988 -.0429999828
  1.17900002 -.0970000029
  .90200001 -.0500000119
  .629000008 -.0339999795
  .639999986 -.0289999843
  .77700001 -.05400002
  1.49899995  .0130000114
  .721000016 -.0480000377
  1.14999998 -.0569999218
  1.20799994 -.236999929
  1.00399995 -.0269999504
  1.12899995 -.117999911
  .837000012 -.050999999
  .595000029 -.0350000262
  .933000028 -.0440000296
  .605000019 -.0329999924
  1.45500004 -.0230000019
  .859000027 -.0590000153
  1.24300003 -.103999972
  1.13100004 -.0870000124
  .694999993 -.0519999862
  .954999983 -.0320000052
  1.14600003 -.0220000744
  1.28100002 -.108999968
  .725000024 -.0150000453
  1.14300001 -.106999993
  .866999984 -.0339999795
  1.28699994 -.0259999037
  .880999982 -.067999959
  1.27199996 -.265999913
  1.10899997 -.119999945
  1.24699998 -.120999932
  .786000013 -.0600000024
  1.34899998 -.167999983
  1.12 -.0299999714
  .903999984 -.07099998
  .991999984 -.0699999928
  .70599997 -.0549999475
  1.06599998 -.0399999619
  1.53100002 -.10800004
  1.59800005 -.155000091
  .555000007 -.05400002
  .788999975 -.07099998
  .716000021 -.0630000234
  1.02900004 -.0850000381
  .782000005 -.0519999862
  1.24000001 -.0950000286
  1.32200003 -.116000056
  .703999996 -.04399997
  .568000019 -.0440000296
  1.27100003 -.116000056
  1.13399994 -.0459998846
  .674000025 -.0380000472
  .412999988 -.0419999957
  1.09599996 -.0669999123
  .598999977 -.0399999619
  1.23399997 -.116999984
  1.102 -.0670000315
  .782999992 -.0579999685
  1.60099995 -.562999964
  .326999992 -.0499999821
  .721000016 -.0469999909
  1.36399996 -.117999911
  .718999982 -.07099998
  1.06900001  .0240000486
  1.05700004 -.0310000181
  1.24699998 -.110000014
  1.05400002 -.0559999943
  1.01400006 -.057000041
  .925000012 -.0620000362
  .55400002 -.050999999
  .375999987 -.045999974
  1.28499997  .0479999781
  1.12300003 -.0529999733
  .824999988 -.0519999862
  1.05900002 -.0680000186
  .598999977 -.0209999681
  .640999973 -.0429999828
  1.05200005 -.116000056
  .460000008 -.0480000079
  1.5 -.56400001
  1.08000004 -.102000058
  1.02699995 -.0909999609
  .910000026 -.0970000029
  .806999981 -.0649999976
  1.21500003 -.148000002
  1.12699997 -.0659999847
  1.074 -.0140000582
  1.102 -.124000013
  1.46399999 -.0870000124
  1.40699995  .0240000486
  .93900001 -.0379999876
  1.18200004 -.00999999046
  .545000017 -.0640000105
  .851999998 -.0770000219
  1.42200005 -.26000011
  1.26499999 -.161000013
  1.29299998 -.121999979
  1.08700001 -.0520000458
  1.03100002 -.0750000477
  1.14199996 -.162999988
  1.16199994 -.0529999733
  1.21099997 -.0959999561
  .731000006 -.0519999862
  1.35899997 -.0870000124
  .865999997 -.0669999719
  1.15100002 -.0910000801
  1.23300004 -.104000092
  1.31700003 -.100000024
  .986000001 -.0860000253
  .861000001 -.0820000172
  1.51400006 -.165000081
  .873000026 -.0410000086
  .907000005 -.0690000057
  1.12300003 -.0360000134
  1.14100003 -.0839999914
  .723999977 -.04399997
  .810000002 -.0640000105
  1.199 -.16200006
  1.08399999 -.057000041
  .915000021 -.0200000405
  1.09099996 -.0479999781
  1.39400005 -.342000008
  .800000012 -.0550000072
  .866999984 -.0619999766
  .805000007 -.0479999781
  .95599997 -.0859999657
  .676999986 -.04399997
  1.03799999 -.104999959
  .61500001 -.0379999876
  .999000013 -.0580000281
  1.03499997 -.0529999733
  1.11899996 -.0219999552
  1.13699996 -.0870000124
  1.11000001 -.137000024
  1.11699998 -.00800001621
  1.25100005 -.156000018
  1.08099997 -.0959999561
  1.06099999 -.134000003
  1.34899998  .157000065
  1.18799996 -.0799999237
  .593999982 -.0469999909
  .950999975 -.0569999814
  1.49600005 -.133000016
  .954999983 -.104999959
  .744000018 -.0580000281
  1.39199996 -.179999948
  .624000013 -.0360000134
  .768999994 -.0410000086
  .638999999 -.0299999714
  .841000021 -.0350000262
  1.18700004 -.116000056
  .677999973 -.0349999666
  .805999994 -.0550000072
  1.30400002  .07099998
  .748000026 -.0460000038
  1.09899998  .0190000534
  .805000007 -.050999999
  1.19400001 -.230000019
  1.18099999 -.166000009
  1.18200004 -.133000016
  1.16100001 -.0230000019
  .972000003 -.0569999814
  1.11699998 -.124000013
  1.07099998 -.0419999361
  1.16199994 -.0659999847
  .344999999 -.0279999971
  1.09099996 -.137999952
  1.579 -.240999937
  1.07500005 -.0780000687
  .619000018 -.0230000019
  .985000014 -.148999989
  .944999993 -.0279999971
  1.25800002 -.0859999657
  .592999995 -.0519999862
  .54400003 -.0470000207
  1.20299995 -.102999926
  .861000001 -.0649999976
  1.03600001 -.00900006294
  .70599997 -.0489999652
  .894999981 -.074000001
  .933000028 -.057000041
  1.30400002 -.171000004
  .933000028 -.0170000196
  1.13900006 -.163000047
  .99000001 -.0559999943
  .86500001 -.0490000248
  .921000004 -.0839999914
  1.43599999 -.0169999599
  1.57099998 -.0519999266
  .999000013 -.0760000348
  .912 -.0619999766
  .610000014 -.0379999876
  1.13 -.0759999752
  .964999974 -.0879999995
  .786000013 -.0640000105
  .824000001 -.0609999895
  .912 -.08100003
  .991999984 -.0320000052
  .782999992 -.0569999814
  1.15100002 -.0859999657
  .962000012 -.0760000348
  1.12699997 -.0410000086
  1.199 -.0629999638
  .838999987 -.0649999976
  1.07599998  .0180000067
  .582000017 -.0430000424
  .629000008 -.0339999795
  1.09800005 -.0880000591
  .635999978 -.0519999862
  1.63 -.0240000486
  .862999976 -.0429999828
  .474999994 -.0429999828
  1.14300001 -.125
  .976999998 -.0889999866
  .917999983 -.0729999542
  .372000009 -.0530000031
  .827000022 -.084000051
  .93900001 -.0680000186
  .847000003 -.0780000091
  .788999975 -.050999999
  .579999983 -.0410000086
  1.04999995 -.0259999037
  1.20299995 -.133999944
  1.07599998 -.0569999218
  .818000019 -.0670000315
  1.50800002 -.164000034
  1.30499995 -.1049999
  1.72000003 -.550999999
  .861000001 -.0429999828
  1.20700002 -.07099998
  .986999989 -.0830000043
  .68900001 -.0379999876
  .952000022 -.0690000057
  .949999988 -.07099998
  .768999994 -.0519999862
  .907999992 -.0479999781
  1.14999998  .00699996948
  .921999991 -.143000007
  1.06299996 -.0909999609
  .847000003 -.0609999895
  1.27199996 -.108999968
  1.22800004  .0299999714
  1.34599996  .180000067
  .806999981 -.067999959
  .527999997 -.0220000148
  1.01999998 -.120000005
  .726000011 -.0370000005
  1.07200003 -.0260000229
  .931999981 -.0600000024
  .361000001 -.0399999917
  .999000013 -.106999993
  .884000003 -.0419999957
  1.06400001 -.129000008
  1.39600003 -.0249999762
  .666000009 -.0329999924
  .950999975 -.09799999
  1.14199996 -.0519999266
  .994000018 -.134000003
  1.38300002 -.154000044
  1.14900005 -.0710000992
  .834999979 -.074000001
  .834999979 -.0489999652
  .908999979 -.0410000086
  1.245 -.144999981
  .966000021 -.0530000329
  .67900002 -.0419999957
  1.02999997 -.0849999785
  1.148 -.0349999666
  .925999999 -.0759999752
  .930999994 -.0680000186
  .68900001 -.0289999843
  1.24100006 -.0750000477
