#Star             Xc        Yc      Mag      Merr  Airmass UT             V       B-V     V-I      R-I   nV nBV nVI nRI 
  L101-S310        34.590  4055.828  18.024   0.112 1.76400    5.519958  17.469   0.978   1.151   0.508  51  51  39  39
  L101-S404       322.152   545.993  19.683   0.429 1.76400    5.519958  18.101   1.767   2.839   1.677  14  14   5   5
  L101-S405      1672.382  1980.729  20.870   1.351 1.76400    5.519958  18.632   1.615   2.377   1.351  25  16  25  25
c L101-S458       660.458   187.601  15.114   0.008 1.76400    5.519958  14.431   1.032   1.272   0.637  12  12   5   5
  L101-S460       140.053   221.495  18.130   0.105 1.76400    5.519958  17.691   0.547   0.741   0.371  16  16   8   8
  L101-S461       518.054   250.994  17.575   0.064 1.76400    5.519958  16.940   0.839   1.042   0.490  11  11   5   5
  L101-S466       161.289   886.929  16.145   0.018 1.76400    5.519958  15.754   0.467   0.650   0.333  12  12   7   7
  L101-S469       339.553  1223.893  17.393   0.055 1.76400    5.519958  16.460   1.049   1.218   0.535  15  15  10  10
  L101-S477       779.695  2129.002  19.981   0.615 1.76400    5.519958  18.560   1.390   1.775   0.873  31  31  28  28
  L101-S480       327.750  2748.009  19.555   0.391 1.76400    5.519958  17.994   1.473   1.822   0.879  44  44  31  31
  L101-S481      1292.779  2869.162  18.764   0.199 1.76400    5.519958  17.807   0.916   1.128   0.559  29  28  23  23
  L101-S484      1681.834  3277.196  18.047   0.105 1.76400    5.519958  17.341   0.681   0.748   0.323  20  18  15  15
  L101-S495       220.903  4036.133  18.720   0.203 1.76400    5.519958  18.504   0.865   1.074   0.506  50  50  35  35
  L101-S497      1436.913  4105.897   0.000   0.000 1.76400    5.519958  19.135   1.477   1.856   0.889  29  17  29  29
  L101-S688      1321.216     1.068   0.000   0.000 1.76400    5.519958  16.139   0.979 -83.860 -84.519   5   5   0   0
  L101-S698       920.147   338.111  19.119   0.248 1.76400    5.519958  18.830   0.992 -81.169 -81.805   5   5   0   0
  L101-S700      1283.578   343.918  18.598   0.155 1.76400    5.519958  17.660   1.265 -82.339 -83.230   5   5   0   0
  L101-S706        36.041   635.834  19.555   0.396 1.76400    5.519958  18.952   1.004 -81.047 -81.771  10  10   0   0
  L101-S737       140.887  2520.613  19.467   0.393 1.76400    5.519958  19.645   0.517 -80.354 -80.737  10  10   0   0
  L104-440        148.984  4027.510  15.515   0.012 1.67900    1.852031  15.119   0.453   0.629   0.330  91  72  90  53
  L104-S97        714.089   265.740  14.769   0.006 1.67900    1.852031  14.237   0.662   0.767   0.379  20  17  18  14
  L104-S386        23.844    49.799  15.906   0.016 1.67900    1.852031  15.260   0.779   0.875   0.416  23  22  22  16
  L104-S422       624.996   980.096  15.617   0.012 1.67900    1.852031  15.029   0.655   0.732   0.360  41  39  41  24
  L104-S468       535.195  2310.321  15.145   0.009 1.67900    1.852031  14.587   0.624   0.737   0.376  53  45  50  36
  L104-S478       110.869  3067.469  15.417   0.011 1.67900    1.852031  14.830   0.620   0.715   0.356  79  64  79  45
  L104-S484       345.364  3798.710  15.626   0.014 1.67900    1.852031  14.890   0.749   0.828   0.400  79  62  79  39
  L104-S631      1812.957  2252.345  15.501   0.011 1.67900    1.852031  14.928   0.676   0.791   0.412  25  24  25  14
  L104-S634      1539.001  2640.522  15.882   0.015 1.67900    1.852031  15.122   0.827   0.962   0.457  37  31  37  17
  L104-S638      1904.514  3047.765  15.405   0.011 1.67900    1.852031  14.901   0.576   0.729   0.369  39  32  39  17
  L104-S734       893.581  3311.982  15.954   0.017 1.67900    1.852031  15.497   0.628   0.761   0.378  69  54  67  32
  L104-L1         852.431  2648.761  17.151   0.047 1.15300    5.290725  16.744   0.567   0.682   0.353  40  35  40  20
  L104-S97        558.254   275.643  14.637   0.006 1.15300    5.290725  14.237   0.662   0.767   0.379  20  17  18  14
  L104-S407       265.282   661.192  17.240   0.049 1.15300    5.290725  16.846   0.591   0.726   0.347  43  41  43  26
  L104-S422       470.079   989.717  15.499   0.011 1.15300    5.290725  15.029   0.655   0.732   0.360  41  39  41  24
  L104-S468       381.237  2318.752  15.006   0.008 1.15300    5.290725  14.587   0.624   0.737   0.376  53  45  50  36
  L104-S484       192.219  3806.745  15.473   0.013 1.15300    5.290725  14.890   0.749   0.828   0.400  79  62  79  39
  L104-S628      1987.828  1837.063  16.597   0.028 1.15300    5.290725  16.157   0.637   0.710   0.374  26  24  26  15
  L104-S631      1656.041  2261.815  15.418   0.011 1.15300    5.290725  14.928   0.676   0.791   0.412  25  24  25  14
  L104-S634      1383.391  2649.487  15.756   0.014 1.15300    5.290725  15.122   0.827   0.962   0.457  37  31  37  17
  L104-S638      1748.068  3056.718  15.287   0.009 1.15300    5.290725  14.901   0.576   0.729   0.369  39  32  39  17
  L104-S639      1592.726  3077.546  17.212   0.049 1.15300    5.290725  17.006   0.615   0.730   0.373  40  33  40  17
  L104-S642      1288.823  3569.590  17.080   0.045 1.15300    5.290725  16.069   1.249   1.497   0.675  50  38  50  20
b L104-S734       739.536  3320.327  15.952   0.017 1.15300    5.290725  15.497   0.628   0.761   0.378  69  54  67  32
  L107-720       1604.437  1015.918  13.558   0.003 1.36700    5.754827  13.098   0.630   0.727   0.361  30  18  30  17
  L107-S157      1358.669  3619.827  17.175   0.038 1.36700    5.754827  16.747   0.623   0.788   0.402  40  29  37  24
  L107-S184       203.651  4000.673  16.892   0.029 1.36700    5.754827  16.140   0.941   1.058   0.481  72  50  69  47
  L107-S189      1448.018  4035.962  16.560   0.023 1.36700    5.754827  16.059   0.656   0.806   0.400  41  30  40  22
  L107-S410       785.220  1220.657  15.960   0.013 1.36700    5.754827  15.463   0.683   0.874   0.450  33  22  33  19
  L107-S416       541.261  1274.385  16.974   0.030 1.36700    5.754827  16.311   0.915   1.082   0.545  33  25  33  19
  L107-S418       198.248  1310.919  16.387   0.018 1.36700    5.754827  15.692   0.809   0.922   0.452  58  41  57  37
  L107-S422       604.756  1457.159  17.331   0.040 1.36700    5.754827  16.956   0.545   0.758   0.396  39  30  39  25
  L107-S427       851.223  1581.588  16.809   0.025 1.36700    5.754827  15.983   0.952   1.107   0.501  39  30  38  25
  L107-S434       832.955  1772.555  14.301   0.004 1.36700    5.754827  14.274   0.110   0.153   0.109  39  25  38  19
  L107-S463       167.748  2277.274  16.500   0.020 1.36700    5.754827  15.898   0.714   0.834   0.413  62  41  62  37
  L107-S475       207.061  2604.973  15.789   0.011 1.36700    5.754827  15.148   0.798   0.868   0.410  48  34  48  30
  L107-S491      1359.825  2987.291  17.262   0.041 1.36700    5.754827  16.643   0.804   0.970   0.494  40  29  37  24
  L107-S492       117.054  3019.635  16.940   0.031 1.36700    5.754827  16.360   0.669   0.809   0.401  73  47  69  46
  L107-S494       406.114  3031.315  17.363   0.044 1.36700    5.754827  17.029   0.615   0.788   0.404  45  29  40  25
  L107-S499      1371.023  3131.040  17.250   0.039 1.36700    5.754827  16.649   0.709   0.926   0.483  36  26  30  24
  L107-S500        52.285  3154.469  17.009   0.033 1.36700    5.754827  16.187   0.937   1.147   0.560  68  46  63  46
  L107-S503       113.251  3227.581  17.056   0.034 1.36700    5.754827  16.506   0.723   0.872   0.438  73  48  69  46
  L107-S513       447.146  3462.123  17.424   0.045 1.36700    5.754827  17.053   0.498   0.688   0.369  43  30  40  25
  L107-S514       802.532  3471.841  17.097   0.034 1.36700    5.754827  16.394   0.838   1.020   0.507  43  30  38  25
  L107-S518       612.172  3585.504  15.837   0.012 1.36700    5.754827  15.386   0.573   0.750   0.386  41  30  40  25
  L107-S522       568.390  3692.677  15.767   0.012 1.36700    5.754827  15.083   0.830   0.949   0.452  43  30  40  25
  L107-S1409     1596.665   320.299  16.421   0.018 1.36700    5.754827  15.415   1.215   1.474   0.636  26  13  26  12
  L107-S1425     1934.743   738.330  14.080   0.003 1.36700    5.754827  13.647   0.636   0.766   0.396  22  13  22  16
  L107-S1434     1451.894  1238.760  17.054   0.031 1.36700    5.754827  16.414   0.806   0.929   0.454  29  19  28  18
  L107-S1435     1879.239  1244.722  16.543   0.020 1.36700    5.754827  15.966   0.856   0.979   0.468  23  15  23  17
  L107-S1477     1056.526  2262.161  16.268   0.017 1.36700    5.754827  15.488   0.879   0.971   0.451  35  25  34  19
  L107-S1498      499.606  2969.745  15.236   0.008 1.36700    5.754827  14.656   0.679   0.803   0.396  36  30  36  25
  L107-720       1492.210  1033.323  13.520   0.003 1.18300    8.795230  13.098   0.630   0.727   0.361  30  18  30  17
  L107-S157      1247.957  3636.004  17.237   0.040 1.18300    8.795230  16.747   0.623   0.788   0.402  40  29  37  24
  L107-S184        94.917  4016.653  16.930   0.031 1.18300    8.795230  16.140   0.941   1.058   0.481  72  50  69  47
  L107-S189      1337.284  4052.178  16.600   0.023 1.18300    8.795230  16.059   0.656   0.806   0.400  41  30  40  22
  L107-S410       674.975  1237.436  15.951   0.013 1.18300    8.795230  15.463   0.683   0.874   0.450  33  22  33  19
  L107-S416       431.743  1290.995  16.931   0.028 1.18300    8.795230  16.311   0.915   1.082   0.545  33  25  33  19
  L107-S418        88.910  1327.155  16.306   0.018 1.18300    8.795230  15.692   0.809   0.922   0.452  58  41  57  37
  L107-S422       494.889  1473.739  17.273   0.037 1.18300    8.795230  16.956   0.545   0.758   0.396  39  30  39  25
  L107-S427       741.048  1598.103  16.674   0.023 1.18300    8.795230  15.983   0.952   1.107   0.501  39  30  38  25
  L107-S434       723.009  1788.985  14.283   0.004 1.18300    8.795230  14.274   0.110   0.153   0.109  39  25  38  19
  L107-S463        59.004  2293.177  16.435   0.019 1.18300    8.795230  15.898   0.714   0.834   0.413  62  41  62  37
  L107-S475        98.180  2620.976  15.764   0.011 1.18300    8.795230  15.148   0.798   0.868   0.410  48  34  48  30
  L107-S491      1248.738  3003.444  17.185   0.037 1.18300    8.795230  16.643   0.804   0.970   0.494  40  29  37  24
  L107-S494       296.863  3047.436  17.319   0.041 1.18300    8.795230  17.029   0.615   0.788   0.404  45  29  40  25
  L107-S499      1260.216  3146.950  17.073   0.033 1.18300    8.795230  16.649   0.709   0.926   0.483  36  26  30  24
  L107-S513       338.024  3478.278  17.434   0.046 1.18300    8.795230  17.053   0.498   0.688   0.369  43  30  40  25
  L107-S514       692.694  3488.066  16.998   0.032 1.18300    8.795230  16.394   0.838   1.020   0.507  43  30  38  25
  L107-S518       502.903  3601.593  15.790   0.012 1.18300    8.795230  15.386   0.573   0.750   0.386  41  30  40  25
  L107-S522       459.046  3708.822  15.778   0.012 1.18300    8.795230  15.083   0.830   0.949   0.452  43  30  40  25
  L107-S1409     1484.107   338.263  16.363   0.017 1.18300    8.795230  15.415   1.215   1.474   0.636  26  13  26  12
  L107-S1425     1821.656   756.113  14.041   0.003 1.18300    8.795230  13.647   0.636   0.766   0.396  22  13  22  16
  L107-S1434     1340.056  1255.845  16.931   0.027 1.18300    8.795230  16.414   0.806   0.929   0.454  29  19  28  18
  L107-S1435     1766.176  1262.006  16.543   0.021 1.18300    8.795230  15.966   0.856   0.979   0.468  23  15  23  17
  L107-S1477      946.375  2278.599  16.175   0.016 1.18300    8.795230  15.488   0.879   0.971   0.451  35  25  34  19
  L107-S1495     2007.205  2890.158  14.707   0.005 1.18300    8.795230  14.120   0.772   0.890   0.436  28  15  25  13
  L107-S1498      390.229  2985.886  15.187   0.007 1.18300    8.795230  14.656   0.679   0.803   0.396  36  30  36  25
  L107-S1512     1963.556  3691.162  16.527   0.022 1.18300    8.795230  15.965   0.757   0.899   0.444  32  18  30  17
  L110-S341      1050.518  3300.010  15.100   0.008 1.32800    9.014287  13.970   1.393   1.705   0.860  42  33  42  34
  L110-S344      1404.012  3412.360  14.734   0.006 1.32800    9.014287  13.684   1.266   1.574   0.814  42  33  42  35
  L110-S347      1215.615  3513.846  14.450   0.005 1.32800    9.014287  13.664   0.928   1.019   0.487  42  33  42  34
  L110-S693       799.468  1350.062  15.742   0.013 1.32800    9.014287  14.598   1.417   1.730   0.886  18  15  18  18
  L111-S201      1310.589  1217.110  15.835   0.015 1.51700    9.223706  15.122   0.876   1.073  85.950   6   6   6   0
  L111-S202      1832.192  1227.673  15.531   0.011 1.51700    9.223706  14.170   1.605   1.775  87.604   8   6   8   0
  L111-S204      1437.581  1269.659  14.935   0.007 1.51700    9.223706  14.175   0.925   1.090  86.914   6   6   6   0
  L111-S206       885.848  1310.784  15.016   0.007 1.51700    9.223706  13.757   1.441   1.584  87.826   6   6   6   0
  L111-S210       291.529  1436.947  15.348   0.010 1.51700    9.223706  14.400   1.098   1.261  86.860   6   6   6   0
  L111-S211       544.465  1472.951  15.312   0.009 1.51700    9.223706  14.608   0.889   1.100  86.491   6   6   6   0
  L111-S216      1056.253  1616.285  16.184   0.020 1.51700    9.223706  15.373   0.965   1.160  85.786   6   6   6   0
  L111-S222      1475.353  1830.608  15.712   0.013 1.51700    9.223706  14.765   1.168   1.357  86.591   6   6   6   0
  L111-S226      1793.061  1890.389  14.919   0.007 1.51700    9.223706  13.344   1.631   1.804  88.459   6   6   6   0
  L111-S228      1259.624  1926.540  15.764   0.014 1.51700    9.223706  14.550   1.465   1.687  87.136   6   6   6   0
  L111-S230       735.874  1950.750  16.322   0.022 1.51700    9.223706  15.465   1.014   1.162  85.696   6   6   6   0
  L111-S231      1489.928  1980.534  15.297   0.010 1.51700    9.223706  14.132   1.373   1.549  87.416   6   6   6   0
  L111-S233      1716.465  2001.778  15.559   0.012 1.51700    9.223706  14.807   0.916   1.076  86.268   6   6   6   0
  L111-S246      1773.183  2418.952  13.229   0.002 1.51700    9.223706  12.558   0.849   0.974  88.415   6   6   6   0
  L111-S256      1963.869  2810.924  15.133   0.008 1.51700    9.223706  13.680   1.656   1.866  88.185   6   6   6   0
  L111-S268      1435.403  3382.070  15.810   0.016 1.51700    9.223706  15.114   0.838   1.009  85.894   6   6   6   0
  L111-S273      1539.297  3523.734  14.915   0.007 1.51700    9.223706  13.510   1.568   1.685  88.174   6   6   6   0
  L111-S274      1063.533  3548.489  14.923   0.007 1.51700    9.223706  13.852   1.189   1.296  87.443   6   6   6   0
  L111-S284      1372.499  3784.144  14.937   0.008 1.51700    9.223706  13.506   1.608   1.739  88.232   6   6   6   0
  L111-S285       909.339  3804.903  14.716   0.006 1.51700    9.223706  13.916   0.949   1.090  87.173   6   6   6   0
  L111-S287      1767.993  3870.828  16.376   0.025 1.51700    9.223706  15.544   1.013   1.127  85.582   6   6   6   0
  L111-S288       327.159  3886.067  15.727   0.014 1.51700    9.223706  14.540   1.314   1.449  86.908   6   6   6   0
  L111-S289       880.544  3926.861  15.682   0.014 1.51700    9.223706  14.606   1.257   1.406  86.799   6   6   6   0
  L111-S290       475.441  3933.246  15.325   0.010 1.51700    9.223706  13.828   1.667   1.873  88.044   6   6   6   0
  L111-S291      1667.264  3949.782  16.037   0.019 1.51700    9.223706  15.163   1.068   1.290  86.126   6   6   6   0
  L111-S292      1835.776  3967.789  16.339   0.024 1.51700    9.223706  15.279   1.398   1.561  86.281   6   6   6   0
  L98-961         635.809  3960.195  14.151   0.004 1.21400    0.393961  13.090   1.274   1.383   0.661 147 147 129  82
  L98-966         449.940  4032.542  14.315   0.005 1.21400    0.393961  14.001   0.492   0.622   0.338 150 150 132  74
  L98-S8          289.013  3699.052  15.225   0.009 1.21400    0.393961  14.852   0.561   0.812   0.424 129 125 115  75
  L98-S13         263.756  3732.176  16.570   0.029 1.21400    0.393961  15.982   0.843   0.951   0.449 140 130 124  79
  L98-S24         338.756  3795.070  13.224   0.002 1.21400    0.393961  12.824   0.541   0.632   0.306 136 132 121  70
  L98-S33          39.376  3866.824  14.389   0.005 1.21400    0.393961  14.033   0.507   0.643   0.320 148 144 126  68
  L98-S809       1020.877  1667.355  16.007   0.017 1.21400    0.393961  15.487   0.713   0.830   0.402  55  52  46  23
c L98-S810        670.518  1674.794  15.907   0.015 1.21400    0.393961  14.883   1.406   1.630   0.791  56  54  46  26
  L98-S811        942.562  1711.854  16.358   0.022 1.21400    0.393961  15.841   0.753   0.946   0.507  53  49  43  23
  L98-S812        753.018  1733.266  16.214   0.019 1.21400    0.393961  15.681   0.835   1.050   0.525  50  49  39  25
  L98-S813        536.666  1922.767  15.935   0.016 1.21400    0.393961  15.446   0.742   0.943   0.475  71  68  60  32
  L98-S816       1019.956  2059.060  16.029   0.018 1.21400    0.393961  15.531   0.755   0.933   0.457  72  71  62  35
  L98-S821        894.112  2600.742  16.048   0.018 1.21400    0.393961  15.565   0.697   0.874   0.445 105  97  94  72
  L98-S825        940.298  2758.951  14.558   0.006 1.21400    0.393961  14.152   0.576   0.690   0.337 114 105 101  76
  L98-S826         75.725  2778.109  16.161   0.020 1.21400    0.393961  15.596   0.760   0.911   0.448 115 106  97  73
  L98-S829        504.495  2912.658  16.613   0.029 1.21400    0.393961  16.096   0.805   1.028   0.528 115 106 100  77
  L98-S830        958.163  2948.972  16.158   0.020 1.21400    0.393961  14.860   1.578   1.670   0.795 112 105  99  77
  L98-S836        606.545  3188.054  14.537   0.006 1.21400    0.393961  14.220   0.483   0.571   0.304 126 119 109  84
  L98-S843        931.221  3364.824  15.337   0.010 1.21400    0.393961  14.813   0.715   0.898   0.462 131 121 111  86
  L98-S847        459.022  3435.922  13.219   0.002 1.21400    0.393961  12.952   0.403   0.490   0.242 133 121 114  80
  L98-S853         93.923  3471.635  15.420   0.011 1.21400    0.393961  15.106   0.509   0.690   0.390 133 127 113  75
  L98-S854       1957.894  3477.189  14.185   0.004 1.21400    0.393961  13.953   0.415   0.513   0.279 124 113 107  71
  L98-S856        636.451  3479.857  16.536   0.027 1.21400    0.393961  16.241   0.531   0.659   0.376 137 133 117  81
  L98-S859         26.385  3489.995  16.566   0.030 1.21400    0.393961  16.021   0.772   0.934   0.464 138 131 109  70
  L98-S861       1423.643  3511.687  16.413   0.025 1.21400    0.393961  15.999   0.616   0.766   0.435 134 127 110  75
  L98-S867       1352.607  3530.808  14.446   0.005 1.21400    0.393961  13.954   0.661   0.730   0.344 136 128 112  78
  L98-S876        600.604  3581.997  15.375   0.010 1.21400    0.393961  14.755   0.791   0.869   0.406 142 139 122  87
  L98-S880        787.379  3612.676  12.425   0.002 1.21400    0.393961  12.261   0.287   0.327   0.165 138 135 116  87
  L98-S881        875.756  3627.845  16.367   0.025 1.21400    0.393961  15.898   0.718   0.891   0.485 133 126 112  85
  L98-S883        945.223  3628.062  15.859   0.016 1.21400    0.393961  15.306   0.748   0.958   0.502 132 126 111  85
  L98-S885       1259.980  3631.333  16.415   0.024 1.21400    0.393961  15.728   0.920   1.066   0.524 126 119 108  80
  L98-S887       1906.113  3640.537  12.587   0.002 1.21400    0.393961  12.491   0.269   0.385   0.219 117 110 101  75
  L98-S893        572.175  3665.605  16.071   0.019 1.21400    0.393961  15.483   0.799   0.929   0.451 129 127 113  81
  L98-S895       1652.105  3676.908  15.525   0.012 1.21400    0.393961  14.857   0.720   0.846   0.422 122 108 105  72
b L98-S904       1794.809  3801.423  14.233   0.005 1.21400    0.393961  13.308   1.157   1.378   0.693 121 110 108  71
  L98-S908       1197.861  3836.260  14.957   0.007 1.21400    0.393961  14.720   0.399   0.477   0.278 139 131 114  74
  L98-S914        888.541  3887.979  16.154   0.020 1.21400    0.393961  15.082   1.304   1.468   0.720 151 142 127  80
  L98-S915       1149.643  3894.781  16.427   0.025 1.21400    0.393961  15.880   0.696   0.872   0.487 141 131 121  74
  L98-S916       1851.247  3904.858  15.302   0.010 1.21400    0.393961  14.742   0.751   0.877   0.434 128 118 111  73
  L98-S917        777.279  3902.992  16.186   0.021 1.21400    0.393961  15.383   0.965   1.126   0.524 153 147 131  84
  L98-S927       1510.156  4021.320  14.801   0.007 1.21400    0.393961  14.453   0.537   0.678   0.374 130 127 112  74
  L98-S928        587.337  4017.466  16.108   0.019 1.21400    0.393961  15.559   0.696   0.859   0.434 149 149 131  79
b L98-S931       1783.099  4043.785  13.687   0.003 1.21400    0.393961  12.781   1.148   1.331   0.664 126 122 114  65
  L98-S933       1119.091  4047.311  14.909   0.007 1.21400    0.393961  14.482   0.619   0.769   0.407 139 131 119  63
  L98-S934       1321.042  4048.806  15.566   0.013 1.21400    0.393961  15.024   0.704   0.859   0.438 134 127 114  66
  L98-S1238      1862.006  2112.248  14.638   0.006 1.21400    0.393961  13.783   1.107   1.300   0.548  65  61  60  34
  L98-S1620      1288.405  1765.822  14.710   0.006 1.21400    0.393961  14.467   0.425   0.569   0.327  43  34  34  19
  L98-S1637       206.884  2045.801  14.934   0.007 1.21400    0.393961  14.512   0.601   0.744   0.352  77  75  70  40
  L98-S1691      1759.809  2938.089  13.446   0.003 1.21400    0.393961  13.372   0.236   0.281   0.168  96  84  90  67
  L98-S1705      1252.060  3121.410  16.051   0.018 1.21400    0.393961  15.462   0.837   0.999   0.495 111 102  96  73
