#Star             Xc        Yc      Mag      Merr  Airmass UT             V       B-V     V-I      R-I   nV nBV nVI nRI 
  L98-S209       1702.178   923.734  16.564   0.028 1.21400    0.393961  15.243   1.525   2.181   1.173 188 171 173  96
  L98-S212       1081.838   927.776  15.927   0.016 1.21400    0.393961  15.316   0.775   0.984   0.507 182 172 165  95
  L98-S216       1747.976   952.206  12.522   0.001 1.21400    0.393961  12.283   0.374   0.458   0.234 186 167 170  98
  L98-S222       1269.867   988.987  16.005   0.017 1.21400    0.393961  15.250   0.907   1.013   0.488 188 172 170  97
  L98-S223       1507.792  1001.058  13.215   0.002 1.21400    0.393961  12.863   0.479   0.582   0.288 186 172 170  97
  L98-S225       1231.011   999.548  14.562   0.005 1.21400    0.393961  14.116   0.616   0.776   0.409 189 175 170  97
  L98-S228        777.361  1006.523  14.322   0.004 1.21400    0.393961  13.896   0.568   0.727   0.384 175 172 159  96
  L98-S232       1545.555  1055.996  15.871   0.015 1.21400    0.393961  15.427   0.605   0.763   0.429 185 169 171  97
  L98-S237        273.472  1065.355  16.042   0.018 1.21400    0.393961  15.582   0.674   0.837   0.429 162 162 147  93
  L98-S240        496.930  1089.770  14.342   0.004 1.21400    0.393961  13.872   0.598   0.712   0.356 168 165 149  93
  L98-S250        253.586  1134.457  14.272   0.004 1.21400    0.393961  13.873   0.521   0.630   0.316 154 154 140  93
  L98-S254        302.742  1175.093  15.821   0.014 1.21400    0.393961  14.760   1.293   1.475   0.728 161 156 142  90
  L98-S272        219.852  1289.108  16.507   0.028 1.21400    0.393961  16.079   0.588   0.734   0.401 175 174 155  92
  L98-S300       1241.346  1464.526  16.464   0.026 1.21400    0.393961  15.910   0.712   0.872   0.435 210 189 179  99
  L98-S307       1108.266  1512.670  14.876   0.007 1.21400    0.393961  14.603   0.399   0.485   0.273 209 192 173  97
  L98-S309       1151.258  1524.430  15.947   0.016 1.21400    0.393961  15.450   0.667   0.830   0.420 212 192 179  97
  L98-S314        150.681  1537.096  16.640   0.030 1.21400    0.393961  15.886   0.906   1.031   0.480 170 168 156  94
  L98-S316       1716.914  1559.711  16.346   0.023 1.21400    0.393961  15.151   1.419   1.656   0.814 217 197 186 100
c L98-S320       1188.808  1586.229  12.674   0.002 1.21400    0.393961  12.550   0.243   0.342   0.186 218 201 181  96
s L98-S328       1184.827  1633.302  11.238   0.001 1.21400    0.393961  10.942   0.422   0.520   0.250 228 206 188 103
  L98-S335        121.422  1672.772  14.324   0.004 1.21400    0.393961  14.168   0.390   0.494   0.282 203 203 165 104
  L98-S339        183.286  1728.704  15.119   0.008 1.21400    0.393961  14.608   0.644   0.818   0.424 202 202 161  99
  L98-S349        795.950  1772.010  16.200   0.021 1.21400    0.393961  15.526   0.797   0.895   0.428 200 200 166  97
c L98-S352        152.451  1794.275  16.208   0.021 1.21400    0.393961  15.654   0.746   0.957   0.493 184 184 163  91
  L98-S369        897.982  1899.548  16.677   0.029 1.21400    0.393961  16.105   0.683   0.872   0.457 207 201 177 103
  L98-S374       1005.600  1918.988  16.291   0.022 1.21400    0.393961  15.720   0.792   0.897   0.440 218 206 179 103
  L98-S380       1437.850  1967.913  15.980   0.016 1.21400    0.393961  15.447   0.700   0.839   0.413 234 227 197 118
  L98-S381        856.740  1964.642  14.715   0.006 1.21400    0.393961  14.412   0.439   0.564   0.319 203 203 175 103
  L98-S384        638.829  1974.076  16.316   0.021 1.21400    0.393961  15.612   0.832   1.010   0.505 193 193 174 103
  L98-S385       1061.792  2000.625  14.929   0.007 1.21400    0.393961  14.467   0.594   0.706   0.345 226 221 191 111
  L98-S400        240.530  2100.070  16.564   0.026 1.21400    0.393961  15.884   0.846   1.083   0.557 189 189 168 105
  L98-S403       1907.869  2141.851  16.652   0.030 1.21400    0.393961  15.936   0.911   1.038   0.488 259 236 210 131
  L98-S404        136.521  2126.059  16.265   0.020 1.21400    0.393961  15.679   0.735   0.933   0.474 181 181 167 104
  L98-S414        430.480  2183.009  16.323   0.022 1.21400    0.393961  15.915   0.650   0.841   0.450 196 190 171 100
  L98-S415       1271.226  2196.984  16.500   0.026 1.21400    0.393961  15.906   0.755   0.954   0.516 250 227 201 118
c L98-S423       1498.820  2257.351  15.698   0.013 1.21400    0.393961  15.090   0.885   0.996   0.479 257 237 211 135
  L98-S427       1429.929  2262.008  16.666   0.030 1.21400    0.393961  15.494   1.386   1.554   0.744 254 234 206 126
  L98-S432       1805.237  2299.507  15.943   0.016 1.21400    0.393961  15.475   0.667   0.828   0.413 255 237 196 131
  L98-S442       1173.283  2361.246  15.284   0.009 1.21400    0.393961  14.465   1.030   1.162   0.560 235 217 194 107
  L98-S443       1246.388  2363.969  14.075   0.004 1.21400    0.393961  13.825   0.392   0.486   0.261 241 221 197 113
  L98-S444       1541.951  2373.810  16.312   0.022 1.21400    0.393961  15.774   0.730   0.902   0.479 254 229 209 134
  L98-S446         35.914  2374.605  16.355   0.023 1.21400    0.393961  15.727   0.821   1.030   0.523 169 169 151  90
  L98-S454       1583.710  2440.694  15.179   0.008 1.21400    0.393961  14.609   0.752   0.963   0.511 262 244 212 136
  L98-S464        326.782  2504.893  15.276   0.009 1.21400    0.393961  14.735   0.699   0.826   0.410 178 170 155  90
  L98-S465       1186.233  2526.687  14.142   0.004 1.21400    0.393961  13.679   0.615   0.706   0.341 240 220 193 113
  L98-S470       1543.153  2571.709  15.049   0.008 1.21400    0.393961  14.146   1.094   1.213   0.582 256 232 207 133
  L98-S471       1019.142  2577.626  15.984   0.016 1.21400    0.393961  15.537   0.602   0.749   0.418 228 212 183 104
  L98-S478        227.348  2609.033  14.914   0.007 1.21400    0.393961  14.426   0.627   0.729   0.355 172 166 148  91
  L98-S485        581.177  2690.314  16.112   0.018 1.21400    0.393961  15.613   0.715   0.912   0.495 181 174 157  90
  L98-S489       1460.614  2727.935  15.253   0.009 1.21400    0.393961  14.796   0.625   0.794   0.429 250 227 203 129
  L98-S493        420.352  2748.540  16.635   0.028 1.21400    0.393961  16.052   0.686   0.842   0.427 174 165 151  91
  L98-S495       1175.255  2763.943  16.482   0.024 1.21400    0.393961  15.958   0.688   0.878   0.476 228 210 186 107
  L98-S497       1232.503  2766.886  16.290   0.021 1.21400    0.393961  15.783   0.809   1.019   0.533 235 212 189 113
  L98-S503        486.917  2785.812  16.626   0.028 1.21400    0.393961  15.419   1.427   1.646   0.821 180 167 148  91
  L98-S504       1821.965  2806.966  15.168   0.008 1.21400    0.393961  14.678   0.656   0.789   0.389 236 218 176 128
  L98-S505        286.666  2801.609  14.636   0.006 1.21400    0.393961  14.262   0.513   0.633   0.318 168 153 139  87
  L98-S511        236.677  2851.873  11.871   0.001 1.21400    0.393961  10.950   1.096   1.107   0.512 162 154 129  86
  L98-S519       1094.625  2897.099  15.782   0.013 1.21400    0.393961  15.187   0.775   0.987   0.505 207 193 170 102
  L98-S520       1893.516  2926.202  15.386   0.010 1.21400    0.393961  14.850   0.713   0.825   0.395 225 201 180 119
  L98-S526       1255.931  2978.693  16.192   0.019 1.21400    0.393961  15.675   0.728   0.895   0.445 201 180 158 106
  L98-S540        693.880  3098.098  15.601   0.011 1.21400    0.393961  15.090   0.690   0.823   0.410 158 148 133  93
  L98-S541        454.801  3095.292  14.502   0.005 1.21400    0.393961  14.210   0.454   0.590   0.344 154 143 127  88
  L98-S553        657.618  3157.530  14.441   0.005 1.21400    0.393961  13.499   1.126   1.190   0.563 156 148 128  88
  L98-S557        765.751  3183.800  16.523   0.025 1.21400    0.393961  15.892   0.801   0.944   0.465 166 154 136  87
  L98-S558       1429.785  3213.862  16.335   0.022 1.21400    0.393961  15.771   0.787   0.956   0.470 183 164 141  95
  L98-S564        271.347  3259.917  13.993   0.003 1.21400    0.393961  13.719   0.412   0.487   0.259 150 141 123  87
  L98-S573       2026.667  3339.928  16.228   0.024 1.21400    0.393961  15.687   0.774   0.975   0.502 163 143 126  89
  L98-S581       1808.904  3416.013  16.662   0.029 1.21400    0.393961  16.113   0.804   0.975   0.482 155 140 122  98
  L98-S586       1989.209  3445.555  15.953   0.016 1.21400    0.393961  15.396   0.733   0.927   0.481 156 138 123  87
  L98-S593       1959.402  3508.343  16.712   0.030 1.21400    0.393961  16.024   0.823   1.022   0.513 148 136 116  85
  L98-S595        312.930  3500.679  16.069   0.017 1.21400    0.393961  15.517   0.733   0.891   0.443 139 127 106  80
  L98-S598         71.829  3515.953  16.016   0.017 1.21400    0.393961  15.639   0.572   0.736   0.421 132 126 105  84
  L98-S599       1555.202  3541.936  16.723   0.030 1.21400    0.393961  16.001   0.908   1.153   0.584 156 140 127  92
  L98-S601        447.776  3528.765  14.930   0.007 1.21400    0.393961  14.469   0.683   0.913   0.511 146 134 117  83
  L98-S1129       735.143  3764.544  15.648   0.012 1.21400    0.393961  14.916   0.981   1.139   0.511 139 118 111  61
  L98-S1130      1000.172  3777.941  16.356   0.022 1.21400    0.393961  15.766   0.773   1.006   0.546 140 115 106  59
