#Star             Xc        Yc      Mag      Merr  Airmass UT             V       B-V     V-I      R-I   nV nBV nVI nRI 
  L101-S2         414.005  3621.788  16.032   0.022 1.74000    5.474119  16.440   0.782   0.861   0.409  65  65  53  53
  L101-S4         635.906  3645.955  17.908   0.114 1.74000    5.474119  17.997   0.664   0.753   0.366  62  62  43  43
  L101-S7         272.721  3908.617  17.129   0.057 1.74000    5.474119  17.552   0.619   0.777   0.394  66  66  54  54
  L101-410       1261.716   883.539  13.266   0.003 1.74000    5.474119  13.677   0.525   0.659   0.329  16  16  16  22
  L101-408       1565.850   819.052  14.426   0.006 1.74000    5.474119  14.833   1.147   1.344   0.582  18  18  18  22
  L101-413       1735.832  1160.154  12.184   0.001 1.74000    5.474119  12.580   0.951   1.035   0.497  32  32  32  33
  L101-415        616.903  1672.914  14.862   0.008 1.74000    5.474119  15.261   0.589   0.721   0.362  47  47  47  50
  L101-S132       512.083    66.351  18.449   0.196 1.74000    5.474119  19.530   1.554   2.420   1.358  21  20  21  23
  L101-S133      1231.799   126.022  15.997   0.021 1.74000    5.474119  16.408   0.399   0.561   0.281  20  20  20  22
  L101-S136      1302.269   316.352  15.424   0.013 1.74000    5.474119  15.894   0.869   1.052   0.479  20  20  20  22
  L101-S137       791.885   322.094  15.282   0.012 1.74000    5.474119  15.757   0.618   0.748   0.358  23  23  23  25
  L101-S139        42.246   466.935  18.547   0.206 1.74000    5.474119  19.668   1.658   2.427   1.356  20  18  20  21
  L101-S141       410.740   505.903  18.369   0.168 1.74000    5.474119  18.641   1.337   1.619   0.751  22  22  22  23
  L101-S142       494.359   530.327  18.539   0.210 1.74000    5.474119  19.652   1.632   2.500   1.415  20  20  20  23
  L101-S145      1237.418   567.072  17.341   0.069 1.74000    5.474119  17.716   0.532   0.741   0.373  20  20  20  20
  L101-S146       699.422   588.406  18.404   0.180 1.74000    5.474119  19.187   1.601   2.336   1.293  21  21  21  25
c L101-S147      1162.985   612.879  16.655   0.041 1.74000    5.474119  17.030   0.672   0.780   0.370  20  20  20  21
  L101-S152       338.369   725.153  17.007   0.053 1.74000    5.474119  17.559   0.623   0.747   0.363  23  23  23  23
  L101-S154       119.830   845.868  18.574   0.214 1.74000    5.474119  18.852   0.767   0.907   0.425  20  20  15  15
  L101-S155      1379.911   885.650  17.941   0.114 1.74000    5.474119  18.249   1.124   1.507   0.710  16  16  16  22
  L101-S160       677.900   956.769  14.877   0.008 1.74000    5.474119  15.304   0.584   0.707   0.352  22  22  22  25
  L101-S162        38.139  1039.793  17.496   0.080 1.74000    5.474119  18.012   1.661   2.600   1.483  21  21  21  26
  L101-S163       695.612  1088.941  17.411   0.071 1.74000    5.474119  18.680   1.454   1.756   0.826  25  25  25  26
  L101-S164      1371.152  1095.036  17.679   0.093 1.74000    5.474119  18.498   0.982   1.235   0.564  22  22  18  18
  L101-S165      1845.654  1115.672  18.110   0.134 1.74000    5.474119  19.233   1.075   1.376   0.619  20  20  17  17
  L101-S167       109.591  1162.276  17.859   0.114 1.74000    5.474119  18.564   1.463   1.967   1.000  22  22  22  24
  L101-S172      1592.219  1248.948  16.366   0.028 1.74000    5.474119  16.879   0.815   0.929   0.427  24  24  24  24
  L101-S176       565.127  1283.125  13.183   0.002 1.74000    5.474119  13.600   0.704   0.811   0.356  36  36  36  38
