#Star             Xc        Yc      Mag      Merr  Airmass UT             V       B-V     V-I      R-I   nV nBV nVI nRI 
  L107-S787       610.828  3913.749  16.975   0.035 1.18000    8.749450  17.424   0.653   0.806   0.409  37  27  29  23
  L107-S788      1062.830  3924.856  16.339   0.019 1.18000    8.749450  16.782   0.711   0.809   0.393  37  27  28  23
  L107-S789      1148.398  3982.126  15.520   0.010 1.18000    8.749450  15.994   0.832   0.966   0.463  37  26  28  23
  L107-S790       871.450  3980.096  14.200   0.004 1.18000    8.749450  14.673   0.713   0.805   0.377  37  27  28  23
  L107-S884      1925.285   591.091  17.294   0.047 1.18000    8.749450  18.981   1.629   2.459   1.382  64  33  64  47
  L107-S888       980.016   735.542  17.148   0.041 1.18000    8.749450  19.937   1.490   2.049   1.073  43  13  43  48
  L107-S1162     1145.828  1910.428  16.349   0.020 1.18000    8.749450  16.782   0.877   1.004   0.468  69  54  66  49
  L107-S1276     1610.230  3407.128  16.658   0.026 1.18000    8.749450  17.111   1.567   2.034   1.025  37  28  33  29
  L107-S1317     1648.276  3965.518  15.626   0.011 1.18000    8.749450  16.079   1.252   1.584   0.738  35  26  28  21
  L107-S1326     1330.182  4051.784  17.125   0.040 1.18000    8.749450  17.575   0.886   1.007   0.452  35  26  28  21
  L110-358        514.289  2079.963  14.016   0.004 1.33700    8.968483  14.417   1.079   1.282   0.639  79  70  50  31
  L110-S366      2021.873    32.191  15.626   0.016 1.33700    8.968483  16.077   1.831   2.309   1.098  55  41  48  32
  L110-S368       892.950    56.895  16.377   0.027 1.33700    8.968483  16.689   2.045   2.519   1.229  70  39  38  25
  L110-S371      1524.375   223.222  16.242   0.025 1.33700    8.968483  16.561   3.123   3.673   1.634  55  37  52  36
  L110-S372      1287.055   229.983  15.577   0.013 1.33700    8.968483  15.948   1.761   2.144   1.112  72  49  49  39
  L110-S375       762.926   273.819  14.577   0.006 1.33700    8.968483  14.922   1.847   2.274   1.116  79  50  50  37
  L110-S378       599.786   381.415  15.456   0.013 1.33700    8.968483  15.833   1.759   2.161   1.071  58  35  33  18
  L110-S379      1217.381   435.956  15.146   0.010 1.33700    8.968483  15.574   1.336   1.514   0.701  72  52  50  39
  L110-S381      1278.024   488.168  16.236   0.024 1.33700    8.968483  16.628   1.830   2.222   1.088  78  56  54  43
  L110-S382      1800.392   507.397  16.225   0.023 1.33700    8.968483  16.673   2.910   3.370   1.507  65  63  54  41
  L110-S390       230.059   604.971  15.084   0.009 1.33700    8.968483  15.491   1.430   1.690   0.837  82  55  55  40
  L110-S397      1353.759   721.017  16.469   0.028 1.33700    8.968483  16.809   1.943   2.376   1.165  71  71  60  45
  L110-S404       860.709   802.131  16.127   0.022 1.33700    8.968483  16.529   1.814   2.252   1.108  84  74  56  39
  L110-S405       113.199   883.788  15.922   0.018 1.33700    8.968483  16.291   2.666   3.168   1.486  93  74  62  41
  L110-S407      1980.473   928.046  15.762   0.015 1.33700    8.968483  16.158   1.987   2.452   1.231  61  61  49  35
  L110-S409       155.862   968.974  14.372   0.005 1.33700    8.968483  14.756   1.965   2.433   1.197  92  69  60  41
  L110-S411       705.992   975.163  15.141   0.009 1.33700    8.968483  15.463   3.179   3.861   1.728  83  74  52  40
  L110-S412      1368.823   997.131  15.305   0.011 1.33700    8.968483  15.717   1.315   1.587   0.724  68  68  56  36
  L110-S413      1840.836  1009.876  15.283   0.011 1.33700    8.968483  15.680   1.409   1.664   0.758  64  64  53  34
  L110-S417        77.537  1092.259  14.532   0.006 1.33700    8.968483  14.905   1.300   1.521   0.759  99  82  67  41
  L110-S420      1417.582  1125.872  16.321   0.026 1.33700    8.968483  16.656   3.345   4.105   1.827  65  65  53  33
  L110-S424      1311.594  1211.686  15.361   0.011 1.33700    8.968483  15.750   1.358   1.588   0.729  84  84  60  37
  L110-S426       630.721  1279.447  15.428   0.011 1.33700    8.968483  15.813   2.016   2.463   1.203  78  67  46  23
  L110-S428       372.901  1289.821  16.306   0.026 1.33700    8.968483  16.667   1.636   2.637   1.547  96  79  65  39
  L110-S442       261.634  1579.858  15.346   0.010 1.33700    8.968483  15.734   1.371   1.698   0.807  95  78  59  37
  L110-S444       838.075  1633.823  16.087   0.020 1.33700    8.968483  16.413   2.363   2.829   1.308  79  75  57  38
  L110-S463      1884.851  1991.936  11.881   0.001 1.33700    8.968483  12.288   0.861   1.016   0.556  57  57  42  24
  L110-S467       551.681  2024.598  14.767   0.007 1.33700    8.968483  15.131   2.406   2.917   1.379  71  67  43  23
  L110-S474      1962.265  2249.887  15.802   0.016 1.33700    8.968483  16.164   1.713   2.006   0.969  62  62  53  31
  L110-S485      2025.174  2512.866  15.746   0.016 1.33700    8.968483  16.101   2.318   2.739   1.280  63  63  57  32
  L110-S494      1717.499  2763.968  15.448   0.011 1.33700    8.968483  15.828   1.858   2.303   1.135  68  68  59  34
  L110-S499       651.134  2787.779  15.618   0.013 1.33700    8.968483  16.028   1.991   2.403   1.161 105  82  60  35
  L110-S504      2005.805  2918.485  15.889   0.018 1.33700    8.968483  16.287   3.333   4.101   1.807  67  67  57  33
  L110-S505       540.208  2910.046  13.221   0.002 1.33700    8.968483  13.638   0.884   0.986   0.474 104  86  61  40
  L110-S519      1706.004  3083.641  12.947   0.002 1.33700    8.968483  13.355   1.434   1.787   0.929  68  68  55  33
  L110-S520      1775.435  3088.554  15.733   0.015 1.33700    8.968483  16.165   1.898   2.326   1.123  67  67  55  32
  L110-S546      1651.132  3745.315  14.282   0.005 1.33700    8.968483  14.680   1.616   1.994   1.022  71  71  57  36
  L110-S551      1067.024  3821.444  15.891   0.017 1.33700    8.968483  16.298   1.540   2.071   1.069  82  79  55  31
  L110-S555      1724.816  3944.299  14.928   0.008 1.33700    8.968483  15.349   1.204   1.397   0.647  55  55  39  14
  L111-S303      1551.839    78.211  13.115   0.002 1.53300    9.177844  13.498   0.859   0.974  87.475   6   6   6   0
  L111-S309      1748.874   200.674  14.322   0.005 1.53300    9.177844  14.683   1.017   1.133  86.449   6   6   6   0
  L111-S311      1154.869   220.941  15.769   0.016 1.53300    9.177844  16.180   0.947   1.149  84.968   6   6   6   0
  L111-S313      1101.012   233.525  15.587   0.014 1.53300    9.177844  15.968   1.408   1.593  85.624   6   6   6   0
  L111-S315      1365.870   249.069  12.617   0.002 1.53300    9.177844  13.011   1.451   1.566  88.554   6   6   6   0
  L111-S317       582.344   343.655  15.920   0.018 1.53300    9.177844  16.234   1.283   1.481  85.246   6   6   6   0
  L111-S318       760.869   405.119  14.830   0.007 1.53300    9.177844  15.243   0.868   1.063  85.819   6   6   6   0
  L111-S321       582.967   456.537  16.446   0.028 1.53300    9.177844  16.871   0.974   1.156  84.284   6   6   6   0
  L111-S327       820.506   580.546  15.603   0.013 1.53300    9.177844  16.020   1.046   1.262  85.241   6   6   6   0
  L111-S332      1209.137   842.572  12.777   0.002 1.53300    9.177844  13.143   1.779   1.934  88.790   6   6   6   0
  L111-S336      1103.799   930.878  13.329   0.002 1.53300    9.177844  13.712   1.389   1.484  87.771   6   6   6   0
  L111-S344      1584.869  1222.651  12.951   0.002 1.53300    9.177844  13.321   1.661   1.862  88.540   6   6   6   0
  L111-S350       177.807  1450.817  16.262   0.024 1.53300    9.177844  16.690   1.105   1.260  84.569   6   6   6   0
  L111-S351      2012.303  1474.138  16.047   0.020 1.53300    9.177844  16.490   0.989   1.220  84.729   6   6   6   0
  L111-S352      1246.651  1494.178  14.450   0.005 1.53300    9.177844  14.845   0.930   1.122  86.276   6   6   6   0
  L98-562        1968.051    31.539  11.746   0.001 1.20600    0.314650  12.172   0.514   0.603   0.291 148 145 138  76
  L98-563         305.852    69.621  13.718   0.003 1.20600    0.314650  14.155   0.463   0.625   0.346 165 156 158  86
  L98-580         242.564   525.983  14.240   0.005 1.20600    0.314650  14.703   0.413   0.514   0.291 175 168 162  95
  L98-581         465.062   535.493  14.163   0.004 1.20600    0.314650  14.610   0.313   0.389   0.228 181 173 168  98
  L98-590        1218.537   711.822  14.233   0.005 1.20600    0.314650  14.671   1.354   1.522   0.745 175 171 158  97
  L98-614        1612.889  1030.633  15.088   0.009 1.20600    0.314650  15.441   1.041   1.210   0.572 185 170 169  97
  L98-618        1451.946  1081.849  12.324   0.001 1.20600    0.314650  12.755   2.200   2.419   1.136 201 187 180 109
  L98-624        1673.781  1207.803  13.322   0.002 1.20600    0.314650  13.775   0.778   0.834   0.386 197 180 176  94
  L98-626        1572.398  1240.070  14.336   0.005 1.20600    0.314650  14.771   1.446   1.598   0.777 196 182 173  92
  L98-634        1527.509  1426.862  14.192   0.004 1.20600    0.314650  14.640   0.649   0.749   0.358 202 185 175  99
  L98-642        1390.291  1609.078  14.845   0.007 1.20600    0.314650  15.315   0.544   0.694   0.382 236 216 193 106
  L98-646        1448.129  1792.506  15.288   0.010 1.20600    0.314650  15.737   0.933   1.040   0.489 230 219 188 104
  L98-650        1812.950  1921.922  11.807   0.001 1.20600    0.314650  12.274   0.153   0.168   0.094 276 268 221 156
  L98-652        1299.823  1932.952  14.360   0.005 1.20600    0.314650  14.820   0.531   0.664   0.338 234 222 199 120
  L98-666         939.733  2217.422  12.267   0.001 1.20600    0.314650  12.730   0.163   0.210   0.125 251 240 212 129
s L98-670        1894.711  2315.490  11.504   0.001 1.20600    0.314650  11.939   1.348   1.386   0.653 303 275 239 162
  L98-675        1804.670  2417.317  12.988   0.002 1.20600    0.314650  13.415   1.904   2.101   1.002 304 288 245 180
  L98-676        1880.453  2440.073  12.640   0.002 1.20600    0.314650  13.087   1.169   1.376   0.677 277 248 229 153
  L98-682        1802.161  2595.747  13.292   0.002 1.20600    0.314650  13.760   0.628   0.709   0.336 268 251 208 148
s L98-685        1657.840  2704.924  11.493   0.001 1.20600    0.314650  11.959   0.464   0.573   0.283 271 250 226 152
  L98-688         934.818  2720.043  12.291   0.001 1.20600    0.314650  12.762   0.290   0.355   0.198 236 225 199 122
c L98-696        1370.048  2892.403  11.741   0.001 1.20600    0.314650  12.408   0.400   0.522   0.296 220 201 178 111
  L98-L1          263.734   485.199  15.245   0.010 1.20600    0.314650  15.656   1.282   1.463   0.721 172 163 161  93
  L98-L2         1292.803   575.278  15.437   0.012 1.20600    0.314650  15.869   1.134   1.331   0.589 172 167 156  94
  L98-S74        1918.686    26.875  15.003   0.009 1.20600    0.314650  16.117   0.830   1.064   0.562 144 139 141  77
  L98-S75        1443.106    23.845  16.344   0.029 1.20600    0.314650  16.709   1.418   1.682   0.831 150 143 140  75
  L98-S78        1108.927    79.040  16.123   0.022 1.20600    0.314650  16.590   0.680   0.851   0.461 156 150 146  80
  L98-S80        1284.151   118.094  14.636   0.006 1.20600    0.314650  15.079   0.660   0.806   0.408 161 153 149  83
  L98-S81         555.161   120.750  16.108   0.022 1.20600    0.314650  16.562   0.916   1.158   0.603 161 150 153  79
  L98-S83        1337.888   140.831  15.817   0.017 1.20600    0.314650  16.261   0.690   0.857   0.464 163 155 146  83
  L98-S88         286.675   168.129  16.407   0.029 1.20600    0.314650  16.839   0.593   0.764   0.432 164 154 153  82
c L98-S92        1155.984   185.982  16.413   0.029 1.20600    0.314650  16.991   0.655   0.830   0.463 161 155 148  83
  L98-S96        1479.124   227.056  16.096   0.022 1.20600    0.314650  16.570   0.838   1.053   0.548 162 153 148  81
  L98-S97         811.691   280.682  15.151   0.010 1.20600    0.314650  15.591   0.688   0.839   0.424 173 158 161  84
  L98-S104       1192.516   345.915  15.383   0.011 1.20600    0.314650  15.982   0.755   0.905   0.453 165 163 152  92
  L98-S107        402.185   355.594  15.673   0.015 1.20600    0.314650  16.069   1.047   1.222   0.602 165 158 155  90
  L98-S108        967.763   361.870  15.155   0.009 1.20600    0.314650  15.571   1.616   1.709   0.837 163 161 148  89
  L98-S112        805.940   383.023  15.817   0.016 1.20600    0.314650  16.275   0.806   1.019   0.526 169 163 160  87
  L98-S113       1383.547   392.797  14.756   0.007 1.20600    0.314650  15.207   1.273   1.460   0.715 162 160 148  87
  L98-S114       1457.327   394.433  14.750   0.007 1.20600    0.314650  15.166   0.710   0.871   0.417 160 160 146  84
  L98-S115        555.727   395.955  13.211   0.002 1.20600    0.314650  13.647   1.226   1.388   0.679 163 155 152  83
  L98-S117        383.481   398.424  14.982   0.008 1.20600    0.314650  15.457   0.910   1.073   0.528 158 153 148  82
  L98-S118        119.585   418.669  15.188   0.010 1.20600    0.314650  15.628   0.740   0.905   0.455 157 155 150  84
  L98-S120        539.728   435.123  15.752   0.017 1.20600    0.314650  16.181   0.742   0.923   0.472 170 161 156  86
  L98-S121       1717.806   463.950  16.185   0.022 1.20600    0.314650  16.623   0.796   1.032   0.544 163 160 155  89
  L98-S124       1508.791   468.957  16.392   0.027 1.20600    0.314650  16.817   0.816   1.038   0.565 162 157 153  89
  L98-S125        831.946   484.425  12.610   0.002 1.20600    0.314650  13.034   1.373   1.476   0.703 178 167 166  93
  L98-S126        598.703   483.294  15.042   0.008 1.20600    0.314650  15.483   0.792   0.932   0.461 171 163 159  89
  L98-S127       1083.937   491.235  15.912   0.018 1.20600    0.314650  16.344   0.797   1.010   0.517 172 168 156  93
  L98-S131       1191.780   501.747  12.998   0.002 1.20600    0.314650  13.470   0.382   0.517   0.299 173 169 155  93
  L98-S132       1711.180   519.462  14.868   0.008 1.20600    0.314650  15.322   0.690   0.829   0.410 172 169 158  93
  L98-S134       1962.742   527.980  15.405   0.012 1.20600    0.314650  15.861   0.704   0.864   0.435 169 165 151  91
  L98-S138       1427.480   539.908  16.491   0.030 1.20600    0.314650  16.912   0.914   1.181   0.609 170 166 154  91
  L98-S139        785.886   533.486  16.445   0.029 1.20600    0.314650  16.945   0.828   1.041   0.537 180 168 167  94
  L98-S145       1698.503   578.951  12.055   0.001 1.20600    0.314650  12.470   0.324   0.512   0.267 173 168 159  95
  L98-S149        947.682   602.917  15.708   0.015 1.20600    0.314650  16.154   1.512   1.790   0.896 172 168 156  94
c L98-S152        719.416   630.327  14.885   0.007 1.20600    0.314650  15.344   0.679   0.862   0.443 177 169 163  93
  L98-S158       1000.934   642.958  15.238   0.010 1.20600    0.314650  15.699   0.549   0.689   0.386 173 169 152  90
  L98-S159       1982.969   656.069  15.366   0.012 1.20600    0.314650  15.832   0.733   0.894   0.451 174 173 156  91
c L98-S161        733.884   650.361  15.969   0.020 1.20600    0.314650  16.557   0.827   1.015   0.512 177 168 162  92
  L98-S171        282.432   699.652  16.474   0.030 1.20600    0.314650  16.849   0.883   1.026   0.504 157 157 145  89
  L98-S173       1709.739   717.646  14.400   0.005 1.20600    0.314650  14.849   0.641   0.806   0.410 170 167 156  93
  L98-S175        243.586   710.665  15.853   0.017 1.20600    0.314650  16.382   1.512   1.767   0.867 156 156 143  90
  L98-S176        607.930   725.395  15.239   0.010 1.20600    0.314650  15.684   0.512   0.635   0.361 161 160 144  89
  L98-S177       1571.780   743.883  15.581   0.014 1.20600    0.314650  16.032   0.703   0.912   0.490 169 165 152  93
  L98-S180        382.381   742.964  13.479   0.003 1.20600    0.314650  13.918   0.565   0.689   0.349 157 157 144  91
  L98-S181       1575.394   781.796  14.862   0.008 1.20600    0.314650  15.299   0.747   0.876   0.425 168 164 157  92
  L98-S182       1060.931   776.990  13.383   0.003 1.20600    0.314650  13.832   0.542   0.654   0.328 171 165 159  94
  L98-S184       1289.118   783.186  14.057   0.004 1.20600    0.314650  14.503   0.674   0.808   0.403 171 164 157  93
  L98-S185        882.428   780.717  14.953   0.008 1.20600    0.314650  15.396   0.600   0.751   0.389 169 164 155  91
  L98-S186       1389.296   786.869  16.251   0.024 1.20600    0.314650  16.715   0.969   1.255   0.658 172 163 158  93
  L98-S188        716.494   787.879  14.727   0.007 1.20600    0.314650  15.146   0.466   0.565   0.312 163 163 151  90
  L98-S189       1514.742   796.568  15.710   0.016 1.20600    0.314650  16.160   0.776   1.003   0.529 167 159 157  93
  L98-S192       1233.837   821.007  16.468   0.029 1.20600    0.314650  16.992   0.862   1.038   0.519 171 163 158  92
  L98-S193        711.897   841.537  15.648   0.014 1.20600    0.314650  16.085   0.876   1.015   0.495 166 165 152  91
  L98-S194       1514.022   853.130  15.436   0.012 1.20600    0.314650  15.927   0.776   0.985   0.511 174 166 164  94
  L98-S196       1358.953   861.250  15.671   0.015 1.20600    0.314650  16.116   0.619   0.808   0.450 181 165 168  94
  L98-S198        263.308   871.580  16.309   0.025 1.20600    0.314650  16.757   0.886   1.016   0.501 155 155 143  89
  L98-S199       1858.011   890.742  16.010   0.021 1.20600    0.314650  16.433   0.767   1.014   0.555 171 154 162  98
  L98-S205        499.053   902.920  16.337   0.028 1.20600    0.314650  16.734   0.769   0.900   0.468 164 161 149  91
  L98-S206       1358.897   914.071  15.748   0.016 1.20600    0.314650  16.202   1.062   1.208   0.534 188 168 170  95
  L98-S207        239.830   904.183  16.417   0.030 1.20600    0.314650  16.884   0.940   1.052   0.504 157 157 144  89
  L98-S209       1700.874   921.775  14.794   0.007 1.20600    0.314650  15.243   1.525   2.181   1.173 188 171 173  96
  L98-S212       1079.990   925.780  14.857   0.007 1.20600    0.314650  15.316   0.775   0.984   0.507 182 172 165  95
  L98-S216       1746.575   950.177  11.813   0.001 1.20600    0.314650  12.283   0.374   0.458   0.234 186 167 170  98
  L98-S222       1268.103   987.042  14.789   0.007 1.20600    0.314650  15.250   0.907   1.013   0.488 188 172 170  97
  L98-S223       1506.028   999.139  12.404   0.001 1.20600    0.314650  12.863   0.479   0.582   0.288 186 172 170  97
  L98-S225       1229.383   997.582  13.659   0.003 1.20600    0.314650  14.116   0.616   0.776   0.409 189 175 170  97
  L98-S228        775.388  1004.675  13.448   0.003 1.20600    0.314650  13.896   0.568   0.727   0.384 175 172 159  96
  L98-S231        865.991  1035.993  15.258   0.010 1.20600    0.314650  15.654   1.638   1.894   0.935 175 170 157  94
  L98-S232       1543.835  1054.105  14.966   0.008 1.20600    0.314650  15.427   0.605   0.763   0.429 185 169 171  97
  L98-S234        667.597  1050.686  15.724   0.015 1.20600    0.314650  16.174   0.771   0.969   0.505 167 166 148  95
  L98-S235        743.232  1053.900  16.157   0.022 1.20600    0.314650  16.578   0.722   0.923   0.483 176 171 158  96
r L98-S237        271.346  1063.614  15.096   0.009 1.20600    0.314650  15.582   0.674   0.837   0.429 162 162 147  93
c L98-S239        789.699  1082.651  16.508   0.030 1.20600    0.314650  17.118   1.161   1.339   0.593 173 163 154  94
  L98-S240        494.911  1087.874  13.427   0.003 1.20600    0.314650  13.872   0.598   0.712   0.356 168 165 149  93
  L98-S241       1480.851  1100.920  15.730   0.017 1.20600    0.314650  16.244   0.739   0.959   0.508 186 170 167  97
  L98-S246        587.376  1114.572  15.657   0.015 1.20600    0.314650  16.082   0.883   1.077   0.547 163 163 143  92
  L98-S248       1788.316  1139.392  16.384   0.027 1.20600    0.314650  16.795   1.120   1.427   0.736 182 163 162  98
  L98-S249        698.081  1128.846  15.454   0.012 1.20600    0.314650  15.892   1.011   1.175   0.581 169 168 149  95
  L98-S250        251.624  1132.629  13.427   0.003 1.20600    0.314650  13.873   0.521   0.630   0.316 154 154 140  93
c L98-S253       1626.551  1185.173  14.751   0.007 1.20600    0.314650  15.252   1.037   1.122   0.492 196 180 174  98
c L98-S254        300.740  1173.356  14.292   0.005 1.20600    0.314650  14.760   1.293   1.475   0.728 161 156 142  90
  L98-S256       1844.892  1217.059  16.169   0.022 1.20600    0.314650  16.695   0.937   1.224   0.619 179 166 159  95
  L98-S258        246.315  1214.986  16.079   0.021 1.20600    0.314650  16.506   0.767   0.957   0.492 168 168 148  88
  L98-S261         19.976  1222.398  16.132   0.024 1.20600    0.314650  16.638   0.841   1.066   0.544 156 155 141  82
  L98-S263       1445.758  1240.020  15.611   0.014 1.20600    0.314650  16.090   1.072   1.259   0.570 195 183 170  89
  L98-S266        377.757  1247.475  16.507   0.030 1.20600    0.314650  16.926   0.904   1.067   0.536 174 173 152  89
  L98-S270        200.131  1260.312  16.470   0.029 1.20600    0.314650  16.901   1.369   1.658   0.767 169 167 152  88
  L98-S272        217.817  1287.347  15.624   0.014 1.20600    0.314650  16.079   0.588   0.734   0.401 175 174 155  92
  L98-S275       1424.846  1308.158  15.947   0.019 1.20600    0.314650  16.417   0.607   0.780   0.428 205 192 178  92
  L98-S278       1919.950  1327.917  15.530   0.013 1.20600    0.314650  15.960   0.848   0.939   0.441 196 184 174  94
  L98-S280       1949.969  1339.098  15.732   0.016 1.20600    0.314650  16.175   0.830   0.996   0.491 191 185 168  92
  L98-S282        139.151  1329.075  16.379   0.026 1.20600    0.314650  16.808   0.736   0.959   0.528 170 170 156  96
c L98-S287        182.664  1366.727  16.530   0.030 1.20600    0.314650  17.068   0.885   1.061   0.531 170 170 153  98
  L98-S288        115.217  1366.167  15.916   0.017 1.20600    0.314650  16.345   0.662   0.820   0.431 165 165 154  98
  L98-S294       1970.134  1432.117  15.824   0.017 1.20600    0.314650  16.287   0.939   1.036   0.477 205 192 168  97
  L98-S296       1052.044  1425.190  15.751   0.015 1.20600    0.314650  16.227   0.998   1.116   0.504 194 184 163  97
  L98-S300       1239.485  1462.840  15.446   0.012 1.20600    0.314650  15.910   0.712   0.872   0.435 210 189 179  99
  L98-S302         92.742  1454.130  15.945   0.017 1.20600    0.314650  16.411   0.743   0.932   0.481 164 160 148  91
  L98-S307       1106.294  1510.935  14.137   0.004 1.20600    0.314650  14.603   0.399   0.485   0.273 209 192 173  97
  L98-S308       2007.347  1522.925  15.649   0.015 1.20600    0.314650  16.096   0.837   1.069   0.547 208 197 172  99
  L98-S309       1149.397  1522.847  14.989   0.008 1.20600    0.314650  15.450   0.667   0.830   0.420 212 192 179  97
  L98-S314        148.458  1535.493  15.428   0.012 1.20600    0.314650  15.886   0.906   1.031   0.480 170 168 156  94
  L98-S316       1715.498  1557.929  14.726   0.007 1.20600    0.314650  15.151   1.419   1.656   0.814 217 197 186 100
  L98-S320       1186.854  1584.764  12.085   0.001 1.20600    0.314650  12.550   0.243   0.342   0.186 218 201 181  96
  L98-S324       1257.131  1606.651  15.787   0.016 1.20600    0.314650  16.200   0.765   0.972   0.502 229 206 188 102
  L98-S326       1873.884  1626.975  15.739   0.015 1.20600    0.314650  16.225   0.748   0.983   0.530 228 199 195 111
c L98-S335        119.149  1670.938  13.580   0.003 1.20600    0.314650  14.168   0.390   0.494   0.282 203 203 165 104
  L98-S336        601.340  1683.734  15.946   0.018 1.20600    0.314650  16.401   0.783   0.966   0.486 194 187 167  94
  L98-S339        181.109  1726.892  14.161   0.004 1.20600    0.314650  14.608   0.644   0.818   0.424 202 202 161  99
  L98-S340       1519.981  1751.083  16.423   0.029 1.20600    0.314650  16.875   0.845   1.094   0.577 219 201 183 103
  L98-S346        606.323  1762.220  16.104   0.021 1.20600    0.314650  16.583   0.864   1.120   0.615 189 189 161  94
  L98-S348        469.431  1763.122  16.298   0.026 1.20600    0.314650  16.734   0.887   1.073   0.539 185 179 161  94
  L98-S349        793.980  1770.371  15.094   0.009 1.20600    0.314650  15.526   0.797   0.895   0.428 200 200 166  97
  L98-S351       1938.134  1805.825  16.458   0.029 1.20600    0.314650  16.998   0.897   1.135   0.569 227 210 186 104
c L98-S352        150.263  1792.602  15.173   0.010 1.20600    0.314650  15.654   0.746   0.957   0.493 184 184 163  91
  L98-S366        823.534  1885.990  16.312   0.025 1.20600    0.314650  16.792   0.654   0.840   0.465 202 190 172  94
  L98-S367       1262.704  1900.808  15.429   0.012 1.20600    0.314650  15.908   1.033   1.172   0.522 238 217 194 117
  L98-S369        896.028  1897.874  15.641   0.014 1.20600    0.314650  16.105   0.683   0.872   0.457 207 201 177 103
  L98-S372       1547.810  1921.318  16.351   0.027 1.20600    0.314650  16.722   0.834   1.048   0.541 236 209 201 121
  L98-S374       1003.766  1917.429  15.233   0.010 1.20600    0.314650  15.720   0.792   0.897   0.440 218 206 179 103
  L98-S375        715.368  1916.705  16.488   0.028 1.20600    0.314650  16.983   0.930   1.056   0.507 198 186 175 100
  L98-S378        818.661  1933.493  16.327   0.024 1.20600    0.314650  16.828   0.818   1.010   0.513 195 190 174 102
  L98-S379       1878.921  1959.156  15.819   0.017 1.20600    0.314650  16.249   0.762   0.936   0.464 232 218 204 127
c L98-S380       1435.841  1966.273  14.981   0.008 1.20600    0.314650  15.447   0.700   0.839   0.413 234 227 197 118
  L98-S381        854.746  1962.934  13.954   0.004 1.20600    0.314650  14.412   0.439   0.564   0.319 203 203 175 103
  L98-S383        377.173  1965.898  16.039   0.020 1.20600    0.314650  16.539   0.858   1.086   0.554 184 182 166 100
  L98-S384        637.011  1972.401  15.144   0.009 1.20600    0.314650  15.612   0.832   1.010   0.505 193 193 174 103
  L98-S385       1059.867  1998.968  14.017   0.004 1.20600    0.314650  14.467   0.594   0.706   0.345 226 221 191 111
  L98-S389       1540.661  2040.218  16.188   0.023 1.20600    0.314650  16.618   0.956   1.068   0.501 251 221 202 123
  L98-S391        581.038  2041.544  16.509   0.029 1.20600    0.314650  16.987   1.286   1.501   0.739 196 183 168  98
  L98-S394        664.294  2079.942  16.036   0.020 1.20600    0.314650  16.514   0.943   1.241   0.682 201 196 171 104
c L98-S400        238.427  2098.191  15.384   0.011 1.20600    0.314650  15.884   0.846   1.083   0.557 189 189 168 105
  L98-S403       1906.385  2140.100  15.447   0.012 1.20600    0.314650  15.936   0.911   1.038   0.488 259 236 210 131
  L98-S404        134.377  2124.289  15.234   0.010 1.20600    0.314650  15.679   0.735   0.933   0.474 181 181 167 104
  L98-S407        250.485  2137.949  15.823   0.016 1.20600    0.314650  16.295   0.897   1.145   0.586 189 178 168  98
  L98-S408        199.706  2138.826  16.316   0.026 1.20600    0.314650  16.821   0.897   1.187   0.647 183 173 161  96
  L98-S409       1813.701  2161.204  16.231   0.023 1.20600    0.314650  16.728   0.924   1.065   0.496 252 228 194 131
  L98-S410       1301.947  2163.901  16.263   0.024 1.20600    0.314650  16.783   1.222   1.474   0.728 252 216 205 123
c L98-S413       1978.868  2192.047  12.661   0.002 1.20600    0.314650  13.094   1.751   1.887   0.886 262 245 207 127
  L98-S414        428.301  2181.218  15.453   0.012 1.20600    0.314650  15.915   0.650   0.841   0.450 196 190 171 100
  L98-S415       1269.171  2195.250  15.421   0.012 1.20600    0.314650  15.906   0.755   0.954   0.516 250 227 201 118
  L98-S419       1211.987  2224.661  16.078   0.020 1.20600    0.314650  16.553   0.995   1.133   0.536 242 217 199 114
  L98-S420        617.625  2224.930  15.869   0.017 1.20600    0.314650  16.348   0.789   1.029   0.523 200 192 174 102
  L98-S421       2021.449  2251.900  15.760   0.016 1.20600    0.314650  16.233   0.907   1.030   0.492 256 231 201 125
c L98-S426        113.275  2243.346  15.677   0.014 1.20600    0.314650  16.175   0.977   1.175   0.536 171 171 159  98
  L98-S427       1428.047  2260.539  15.070   0.009 1.20600    0.314650  15.494   1.386   1.554   0.744 254 234 206 126
c L98-S429       1466.875  2267.383  16.388   0.029 1.20600    0.314650  16.874   0.875   1.082   0.550 259 230 208 131
c L98-S432       1803.771  2297.878  14.993   0.008 1.20600    0.314650  15.475   0.667   0.828   0.413 255 237 196 131
  L98-S435       1541.222  2327.434  16.268   0.024 1.20600    0.314650  16.679   1.058   1.324   0.675 255 220 207 128
  L98-S437       1377.762  2328.426  16.354   0.026 1.20600    0.314650  16.805   0.937   1.082   0.527 253 221 204 121
  L98-S442       1171.263  2359.777  14.012   0.004 1.20600    0.314650  14.465   1.030   1.162   0.560 235 217 194 107
  L98-S443       1244.277  2362.261  13.350   0.002 1.20600    0.314650  13.825   0.392   0.486   0.261 241 221 197 113
  L98-S444       1540.075  2372.109  15.313   0.010 1.20600    0.314650  15.774   0.730   0.902   0.479 254 229 209 134
  L98-S446         33.636  2372.917  15.291   0.010 1.20600    0.314650  15.727   0.821   1.030   0.523 169 169 151  90
