#Star             Xc        Yc      Mag      Merr  Airmass UT             V       B-V     V-I      R-I   nV nBV nVI nRI 
  L101-S359       697.978  3150.929  18.935   0.318 1.76400    5.519958  18.252   1.627   2.477   1.439  39  30  33  28
  L101-S361         7.710  3210.888   0.000   0.000 1.76400    5.519958  15.838   0.949   1.109   0.490  44  41  33  30
  L101-S367      1254.095  3350.642  19.130   0.387 1.76400    5.519958  18.036   1.265   1.600   0.733  32  28  29  27
  L101-S370       191.875  3435.401  16.682   0.040 1.76400    5.519958  15.918   0.822   0.997   0.465  44  41  33  30
  L101-S371       832.318  3545.283  18.784   0.294 1.76400    5.519958  17.047   1.584   2.369   1.369  28  28  25  25
  L101-S372      1333.813  3602.563  14.463   0.006 1.76400    5.519958  13.667   0.856   0.966   0.454  28  28  25  25
  L101-S374       800.820  3761.573  14.813   0.008 1.76400    5.519958  14.049   0.861   0.968   0.470  32  31  29  28
  L101-S379       929.065  3866.901  17.219   0.067 1.76400    5.519958  16.648   0.598   0.723   0.353  32  31  29  28
  L101-S383      1434.007  4112.943   0.000   0.000 1.76400    5.519958  15.068   0.685   0.747   0.337  32  31  29  27
  L101-S498        36.626    -3.880   0.000   0.000 1.76400    5.519958  12.054   0.843   0.915   0.415  46  46  38  38
  L101-S500       944.804   335.327  19.077   0.438 1.76400    5.519958  18.763   1.481   1.988   0.999  34  29  29  29
  L101-S502        69.226   624.882  18.705   0.293 1.76400    5.519958  18.224   0.720   0.831   0.397  49  48  35  35
  L101-S505        53.174  1100.209  12.558   0.002 1.76400    5.519958  11.885   0.672   0.736   0.334  59  59  34  34
  L101-S507      1300.607  1250.784  18.411   0.220 1.76400    5.519958  17.802   0.719   0.846   0.422  34  33  29  29
  L101-S510      1663.059  1430.400  16.389   0.035 1.76400    5.519958  15.561   0.985   1.154   0.505  27  24  23  21
  L101-S516      1412.890  1998.769  18.817   0.309 1.76400    5.519958  18.579   1.537   2.089   1.086  34  25  29  29
  L101-S518      1048.733  2896.860  14.197   0.005 1.76400    5.519958  13.520   0.712   0.765   0.337  20  19  20  21
  L101-S519       933.088  2950.243  13.243   0.002 1.76400    5.519958  12.674   0.604   0.672   0.299  32  31  29  28
  L101-S526       164.479  3759.656  14.055   0.004 1.76400    5.519958  13.259   0.865   1.079   0.518  44  41  33  30
  L101-S799       614.133  1853.086  18.665   0.279 1.76400    5.519958  19.459   0.848 -80.540   0.000  10   6   0   0
  L101-S801       572.049  1948.008  20.210   1.110 1.76400    5.519958  18.700   1.397 -81.299   0.000  10   6   0   0
  L104-455        252.903  2013.424  15.663   0.017 1.67900    1.852031  15.090   0.576   0.701   0.348  89  69  80  48
  L104-S314      1093.860  2747.417  14.617   0.007 1.67900    1.852031  14.242   0.387   0.478   0.255  49  39  49  19
  L104-S501       505.228  1199.659  13.316   0.003 1.67900    1.852031  12.540   0.797   0.829   0.380  80  62  78  40
  L104-S504      1176.986  1318.986  13.878   0.004 1.67900    1.852031  13.347   0.564   0.660   0.334  56  42  56  19
  L104-S509       693.898  1734.879  16.019   0.025 1.67900    1.852031  15.460   0.665   0.760   0.373  79  61  78  39
  L104-S511      1056.845  2284.926  15.072   0.011 1.67900    1.852031  14.333   0.780   0.850   0.400  55  42  55  19
  L104-S647      1053.726   792.995  14.227   0.005 1.67900    1.852031  13.540   0.722   0.852   0.435  44  35  44  19
  L104-S656      1592.325  2464.827  14.944   0.010 1.67900    1.852031  14.290   0.692   0.752   0.371  48  39  48  19
  L104-S667       414.641  3633.014  16.310   0.028 1.67900    1.852031  15.501   0.856   1.001   0.459  65  48  65  32
  L104-S668      1919.736  3669.071  15.646   0.017 1.67900    1.852031  15.184   0.585   0.694   0.351  34  26  34  12
  L104-455         99.850  2019.801  15.499   0.014 1.15300    5.290725  15.090   0.576   0.701   0.348  89  69  80  48
  L104-547       1420.873   100.078   8.761   0.000 1.15300    5.290725   8.008   0.500 -91.991   0.000   6   6   0   0
  L104-S314       939.956  2753.992  14.499   0.006 1.15300    5.290725  14.242   0.387   0.478   0.255  49  39  49  19
  L104-S501       351.952  1206.187  13.190   0.002 1.15300    5.290725  12.540   0.797   0.829   0.380  80  62  78  40
  L104-S502      1047.254  1267.403  16.255   0.030 1.15300    5.290725  15.829   0.617   0.744   0.382  56  42  56  19
  L104-S503       720.983  1265.143  16.669   0.044 1.15300    5.290725  16.175   0.711   0.860   0.426  69  51  69  33
  L104-S504      1022.565  1325.279  13.779   0.004 1.15300    5.290725  13.347   0.564   0.660   0.334  56  42  56  19
  L104-S509       540.266  1741.089  15.933   0.023 1.15300    5.290725  15.460   0.665   0.760   0.373  79  61  78  39
  L104-S511       902.933  2291.613  14.923   0.009 1.15300    5.290725  14.333   0.780   0.850   0.400  55  42  55  19
  L104-S516       109.919  2902.980  16.654   0.038 1.15300    5.290725  16.093   0.724   0.844   0.405  80  62  80  41
  L104-S647       899.694   799.872  14.112   0.005 1.15300    5.290725  13.540   0.722   0.852   0.435  44  35  44  19
  L104-S652      1579.774  1559.402  16.548   0.040 1.15300    5.290725  15.994   0.735   0.922   0.472  44  36  44  16
  L104-S654      1512.835  1812.003  16.655   0.041 1.15300    5.290725  15.094   1.522   2.345   1.329  43  35  43  18
  L104-S656      1437.579  2471.132  14.812   0.008 1.15300    5.290725  14.290   0.692   0.752   0.371  48  39  48  19
  L104-S667       261.358  3639.977  16.161   0.025 1.15300    5.290725  15.501   0.856   1.001   0.459  65  48  65  32
  L104-S668      1763.308  3674.978  15.565   0.015 1.15300    5.290725  15.184   0.585   0.694   0.351  34  26  34  12
  L104-S669      1979.933  3681.935  16.183   0.027 1.15300    5.290725  15.602   0.805   0.892   0.453  29  20  29   9
  L107-S196      1128.307    98.106  15.970   0.019 1.36700    5.754827  15.537   0.531   0.717   0.376  42  30  40  26
  L107-S213      1428.926   244.955  16.098   0.021 1.36700    5.754827  15.575   0.624   0.788   0.402  44  29  41  22
  L107-S216      1200.073   317.220  15.909   0.018 1.36700    5.754827  15.375   0.637   0.777   0.396  41  34  41  28
  L107-S233       828.896   513.732  16.302   0.026 1.36700    5.754827  15.773   0.634   0.785   0.400  44  35  37  25
  L107-S239       474.436   539.476  16.906   0.043 1.36700    5.754827  16.072   1.012   1.172   0.526  39  36  39  24
  L107-S242       553.240   573.827  16.217   0.023 1.36700    5.754827  15.396   0.899   1.063   0.511  45  36  39  24
  L107-S273       762.136   985.633  13.845   0.003 1.36700    5.754827  13.265   0.687   0.816   0.412  47  38  42  28
  L107-S309      1412.612  1412.709  16.575   0.031 1.36700    5.754827  15.739   0.994   1.189   0.537  47  33  43  22
  L107-S317      1675.465  1477.232  16.962   0.044 1.36700    5.754827  16.406   0.643   0.802   0.405  44  32  42  21
  L107-S557       539.437   395.338  16.263   0.025 1.36700    5.754827  15.651   0.721   0.877   0.438  38  35  38  29
  L107-S569      1206.008   762.560  16.626   0.035 1.36700    5.754827  16.163   0.667   0.832   0.431  47  38  43  28
  L107-S576      1464.950   955.935  13.612   0.003 1.36700    5.754827  12.921   0.818   0.946   0.455  43  33  39  22
  L107-S588        70.399  1275.806  15.499   0.012 1.36700    5.754827  14.873   0.733   0.826   0.401  68  55  64  47
  L107-S611       232.623  1804.267  14.808   0.006 1.36700    5.754827  14.343   0.588   0.735   0.363  63  51  56  47
  L107-S613       873.868  1826.475  15.495   0.012 1.36700    5.754827  14.493   1.131   1.332   0.583  31  22  21  11
  L107-S614      1603.712  1854.201  16.172   0.022 1.36700    5.754827  15.153   1.137   1.427   0.636  41  29  39  21
  L107-S645       568.635  2160.999  16.508   0.028 1.36700    5.754827  15.927   0.720   0.832   0.417  41  31  36  28
  L107-S650      1193.094  2221.015  15.319   0.010 1.36700    5.754827  14.561   0.909   1.018   0.462  39  25  35  21
  L107-S655       508.116  2334.081  15.622   0.013 1.36700    5.754827  14.905   0.821   0.957   0.454  33  25  33  21
  L107-S658       738.070  2346.996  14.558   0.005 1.36700    5.754827  13.513   1.216   1.466   0.626  37  24  33  21
  L107-S664       323.190  2412.664  13.674   0.003 1.36700    5.754827  12.991   0.810   0.877   0.383  47  34  40  30
  L107-S668      1518.890  2494.427  16.956   0.041 1.36700    5.754827  16.663   0.632   0.833   0.440  29  22  25  13
  L107-S686      1084.730  2627.803  16.249   0.022 1.36700    5.754827  15.689   0.715   0.841   0.430  29  19  21  11
  L107-S718       658.366  2994.149  15.795   0.015 1.36700    5.754827  15.122   0.823   0.913   0.453  25  18  15  12
  L107-S719       170.977  2996.560  17.090   0.045 1.36700    5.754827  16.394   0.761   0.893   0.427  44  34  33  30
  L107-S723      1962.938  3154.465  15.696   0.013 1.36700    5.754827  14.484   1.425   1.864   0.920  20  18  15  10
  L107-S726      1066.331  3194.990  15.555   0.012 1.36700    5.754827  14.719   0.977   1.136   0.516  24  17  14  11
  L107-S727      1519.345  3204.542  15.577   0.011 1.36700    5.754827  15.059   0.664   0.806   0.415  22  18  14  11
  L107-S735        99.866  3269.844  13.941   0.003 1.36700    5.754827  13.360   0.694   0.796   0.380  42  34  33  30
  L107-S751       959.932  3495.717  16.257   0.022 1.36700    5.754827  15.445   0.941   1.098   0.511  19  16  11   7
  L107-S1647      393.157  3473.335  16.864   0.036 1.36700    5.754827  16.087   0.926   1.091   0.511  20  13  12   8
  L107-S196      1018.278   114.005  15.918   0.018 1.18300    8.795230  15.537   0.531   0.717   0.376  42  30  40  26
  L107-S213      1318.347   260.752  16.044   0.020 1.18300    8.795230  15.575   0.624   0.788   0.402  44  29  41  22
  L107-S216      1089.756   332.997  15.864   0.017 1.18300    8.795230  15.375   0.637   0.777   0.396  41  34  41  28
  L107-S233       719.566   529.261  16.297   0.024 1.18300    8.795230  15.773   0.634   0.785   0.400  44  35  37  25
  L107-S239       365.332   554.773  16.915   0.044 1.18300    8.795230  16.072   1.012   1.172   0.526  39  36  39  24
  L107-S242       444.437   589.144  16.114   0.020 1.18300    8.795230  15.396   0.899   1.063   0.511  45  36  39  24
  L107-S255      1489.423   775.180  16.993   0.047 1.18300    8.795230  17.979   0.789   0.980   0.487  44  32  40  22
  L107-S273       652.976  1000.960  13.795   0.003 1.18300    8.795230  13.265   0.687   0.816   0.412  47  38  42  28
  L107-S309      1302.078  1427.875  16.581   0.032 1.18300    8.795230  15.739   0.994   1.189   0.537  47  33  43  22
  L107-S317      1564.374  1492.460  16.947   0.044 1.18300    8.795230  16.406   0.643   0.802   0.405  44  32  42  21
  L107-S553      1991.246   286.874  16.788   0.042 1.18300    8.795230  15.925   1.192   1.463   0.656  36  23  34  21
  L107-S557       430.452   410.940  16.182   0.022 1.18300    8.795230  15.651   0.721   0.877   0.438  38  35  38  29
  L107-S569      1096.010   778.106  16.705   0.035 1.18300    8.795230  16.163   0.667   0.832   0.431  47  38  43  28
  L107-S576      1354.132   971.493  13.591   0.003 1.18300    8.795230  12.921   0.818   0.946   0.455  43  33  39  22
  L107-S611       123.890  1819.201  14.791   0.007 1.18300    8.795230  14.343   0.588   0.735   0.363  63  51  56  47
  L107-S613       764.448  1841.459  15.454   0.012 1.18300    8.795230  14.493   1.131   1.332   0.583  31  22  21  11
  L107-S614      1492.999  1869.076  16.166   0.022 1.18300    8.795230  15.153   1.137   1.427   0.636  41  29  39  21
  L107-S624       841.860  1941.775  17.018   0.045 1.18300    8.795230  16.574   0.704   0.849   0.441  41  30  36  23
  L107-S645       459.732  2176.010  16.473   0.028 1.18300    8.795230  15.927   0.720   0.832   0.417  41  31  36  28
  L107-S650      1083.093  2235.942  15.275   0.010 1.18300    8.795230  14.561   0.909   1.018   0.462  39  25  35  21
  L107-S655       399.079  2349.054  15.532   0.012 1.18300    8.795230  14.905   0.821   0.957   0.454  33  25  33  21
  L107-S658       628.807  2361.959  14.510   0.005 1.18300    8.795230  13.513   1.216   1.466   0.626  37  24  33  21
  L107-S664       214.172  2427.820  13.632   0.003 1.18300    8.795230  12.991   0.810   0.877   0.383  47  34  40  30
  L107-S668      1408.424  2509.400  17.048   0.045 1.18300    8.795230  16.663   0.632   0.833   0.440  29  22  25  13
  L107-S686       974.991  2642.867  16.244   0.022 1.18300    8.795230  15.689   0.715   0.841   0.430  29  19  21  11
  L107-S718       549.104  3009.162  15.765   0.014 1.18300    8.795230  15.122   0.823   0.913   0.453  25  18  15  12
  L107-S719        61.921  3011.900  17.083   0.044 1.18300    8.795230  16.394   0.761   0.893   0.427  44  34  33  30
  L107-S723      1851.459  3169.440  15.666   0.013 1.18300    8.795230  14.484   1.425   1.864   0.920  20  18  15  10
  L107-S726       956.399  3210.051  15.519   0.011 1.18300    8.795230  14.719   0.977   1.136   0.516  24  17  14  11
  L107-S727      1408.535  3219.556  15.568   0.012 1.18300    8.795230  15.059   0.664   0.806   0.415  22  18  14  11
  L107-S751       850.030  3510.956  16.188   0.020 1.18300    8.795230  15.445   0.941   1.098   0.511  19  16  11   7
  L107-S1647      283.882  3488.684  16.823   0.034 1.18300    8.795230  16.087   0.926   1.091   0.511  20  13  12   8
  L110-499       1360.011  3942.690  12.507   0.001 1.32800    9.014287  11.731   1.008   1.288   0.691 143 126  96  47
  L110-S367      1502.032    65.339  15.759   0.023 1.32800    9.014287  14.819   1.236   1.401   0.613  42  35  42  30
  L110-S432       318.174  1420.009  13.986   0.004 1.32800    9.014287  13.018   1.178   1.437   0.768  60  60  55  34
  L110-S461      1413.710  1962.323  13.547   0.003 1.32800    9.014287  12.513   1.256   1.536   0.818  53  39  50  26
  L110-S470      1613.635  2202.737  14.058   0.004 1.32800    9.014287  13.406   0.819   0.962   0.482  53  42  53  31
  L111-2039       852.934   194.865  13.608   0.003 1.51700    9.223706  12.402   1.362   1.438   0.692  17  17  14   8
  L111-2088       577.778  1125.120  14.624   0.007 1.51700    9.223706  13.194   1.602   1.786   0.797  30  29  15   8
  L111-2093       672.364  1250.039  13.106   0.002 1.51700    9.223706  12.548   0.644   0.777   0.397  42  41  15   8
  L111-S42        767.221   923.564  15.994   0.024 1.51700    9.223706  15.250   0.866   1.050  85.799  18  17   7   0
  L111-S69        213.522  1503.236  16.263   0.030 1.51700    9.223706  15.014   1.404   1.543  86.528  17  15   6   0
  L111-S72        724.982  1612.046  15.556   0.016 1.51700    9.223706  14.838   0.828   1.005  86.166  16  15   5   0
  L111-S74        653.213  1688.514  15.179   0.012 1.51700    9.223706  14.371   0.933 -85.628   0.000  12  12   0   0
  L111-S304      1312.803   117.050  14.273   0.006 1.51700    9.223706  13.595   0.812   0.977  87.381   6   6   6   0
  L111-S307        41.029   189.253  16.195   0.030 1.51700    9.223706  15.506   0.837 -84.493   0.000   7   7   0   0
  L111-S308       971.700   198.324  14.998   0.010 1.51700    9.223706  14.366   0.751   0.937  86.570   7   7   6   0
  L111-S320      1228.074   427.168  15.281   0.014 1.51700    9.223706  14.536   0.866   1.068  86.531   7   7   6   0
  L111-S325        29.942   530.795  15.605   0.017 1.51700    9.223706  14.402   1.395   1.532  87.129   7   7   6   0
  L111-S328        80.185   660.470  14.861   0.009 1.51700    9.223706  14.109   0.869 -85.890   0.000   7   7   0   0
  L111-S334      1741.405   934.538  13.644   0.004 1.51700    9.223706  13.021   0.727   0.882  87.860   6   6   6   0
  L111-S339      1624.819  1016.454  14.686   0.008 1.51700    9.223706  13.910   0.903   1.036  87.125   6   6   6   0
  L111-S347       902.509  1301.827  15.669   0.019 1.51700    9.223706  14.837   0.953   1.081  86.243  12  11   7   0
  L111-S348      1433.022  1378.935  15.404   0.015 1.51700    9.223706  14.816   0.743   0.926  86.109   6   6   6   0
  L111-S355       483.789  1875.364  13.237   0.002 1.51700    9.223706  12.436   0.920 -87.563   0.000   6   6   0   0
  L98-653          20.668  1946.509   9.428   0.000 1.21400    0.393961   9.529   0.000   0.018   0.016 281 275 246 172
  L98-667         149.216  2253.782   8.734   0.000 1.21400    0.393961   8.350   0.038   0.174   0.093 209 183 167  98
  L98-733         262.803  3944.016  13.267   0.002 1.21400    0.393961  12.237   1.278   1.360   0.648 155 145 136  98
  L98-975        1587.917    81.829  12.275   0.001 1.21400    0.393961  12.034   0.394   0.491   0.248 127 118 117  77
  L98-1002        572.858   728.104  14.994   0.010 1.21400    0.393961  14.590   0.565   0.690   0.345 169 167 152  97
  L98-1082        943.456  2820.752  15.597   0.016 1.21400    0.393961  15.036   0.838   1.081   0.587 183 168 153 100
  L98-1087        577.035  2865.831  15.740   0.018 1.21400    0.393961  14.445   1.612   1.821   0.889 201 184 177 116
  L98-1102       1061.713  3265.724  12.259   0.001 1.21400    0.393961  12.105   0.313   0.382   0.196 176 162 146 104
  L98-1112        672.972  3655.863  14.556   0.006 1.21400    0.393961  13.978   0.778   0.870   0.410 148 144 118  90
  L98-1119        880.753  3763.765  12.224   0.001 1.21400    0.393961  11.868   0.540   0.608   0.294 152 135 124  73
  L98-1122        303.610  3800.330  14.525   0.006 1.21400    0.393961  14.090   0.651   0.835   0.455 170 146 140  90
  L98-1124        418.199  3830.983  13.867   0.004 1.21400    0.393961  13.704   0.333   0.390   0.222 161 144 138  95
  L98-S93          78.813   199.286  16.197   0.030 1.21400    0.393961  14.936   1.490   1.701   0.823 160 153 144  82
  L98-S95         470.155   220.043  15.207   0.013 1.21400    0.393961  14.757   0.609   0.769   0.394 163 157 147  85
  L98-S99         833.779   338.808  14.347   0.006 1.21400    0.393961  13.873   0.644   0.746   0.363 152 145 139  88
  L98-S155        781.223   653.450  14.741   0.009 1.21400    0.393961  14.259   0.610   0.702   0.343 167 161 146  93
  L98-S157        128.418   651.674  15.802   0.020 1.21400    0.393961  15.178   0.858   1.075   0.544 172 170 153  90
  L98-S160         79.796   661.885  15.626   0.018 1.21400    0.393961  14.495   1.366   1.569   0.767 172 169 154  92
  L98-S169        244.182   715.177  16.027   0.025 1.21400    0.393961  15.448   0.739   0.968   0.504 170 167 152  93
  L98-S195        519.814   870.891  13.272   0.003 1.21400    0.393961  12.919   0.501   0.631   0.331 167 163 150  92
  L98-S202        542.069   905.053  14.015   0.005 1.21400    0.393961  13.579   0.573   0.680   0.334 173 166 156  96
  L98-S203       1030.546   917.872  15.278   0.013 1.21400    0.393961  14.637   0.819   0.877   0.405 160 150 138  89
  L98-S214        162.652   952.753  16.125   0.028 1.21400    0.393961  15.601   0.751   0.991   0.525 173 170 161  96
c L98-S219         32.527   984.771  15.144   0.012 1.21400    0.393961  14.497   0.806   0.870   0.403 175 171 155  88
  L98-S247        164.935  1132.707  16.231   0.030 1.21400    0.393961  15.778   0.721   0.972   0.523 169 167 156  97
  L98-S251        643.815  1161.786  15.133   0.012 1.21400    0.393961  14.613   0.707   0.880   0.442 174 165 158  98
  L98-S267        788.767  1287.119  16.138   0.029 1.21400    0.393961  15.602   0.685   0.856   0.444 181 174 159  92
  L98-S273       1017.838  1323.920  14.795   0.008 1.21400    0.393961  14.535   0.432   0.574   0.328 170 162 147  90
  L98-S277        174.952  1319.881  15.178   0.012 1.21400    0.393961  14.741   0.669   0.805   0.396 187 186 168  96
  L98-S289        855.001  1402.207  15.559   0.017 1.21400    0.393961  14.461   1.348   1.568   0.772 170 163 153  94
  L98-S298        911.636  1464.913  15.900   0.023 1.21400    0.393961  15.270   0.771   0.967   0.500 169 158 146  93
  L98-S313        887.762  1566.328  16.110   0.027 1.21400    0.393961  15.512   0.821   1.000   0.509 176 162 152  91
  L98-S327        582.883  1637.884  15.541   0.016 1.21400    0.393961  15.054   0.686   0.788   0.378 189 180 171  98
  L98-S345        727.098  1787.230  15.099   0.011 1.21400    0.393961  14.485   0.792   0.836   0.385 176 175 155  92
  L98-S353        635.325  1826.015  14.297   0.005 1.21400    0.393961  13.845   0.642   0.840   0.450 183 173 162  83
  L98-S355        923.285  1836.798  15.683   0.018 1.21400    0.393961  14.563   1.409   1.552   0.766 175 163 148  78
  L98-S393        297.644  2094.702  16.242   0.029 1.21400    0.393961  15.745   0.787   0.985   0.498 214 200 182 109
  L98-S425        770.745  2278.796  14.972   0.010 1.21400    0.393961  14.448   0.692   0.868   0.436 189 175 159 102
  L98-S441        875.244  2382.462  14.299   0.006 1.21400    0.393961  13.836   0.623   0.713   0.343 188 167 158 100
  L98-S452        989.383  2448.168  15.699   0.018 1.21400    0.393961  14.864   1.067   1.372   0.710 184 168 153  99
  L98-S455        489.950  2452.828  14.959   0.010 1.21400    0.393961  14.497   0.629   0.737   0.358 199 188 175 104
  L98-S456        461.870  2452.984  16.214   0.029 1.21400    0.393961  15.656   0.844   1.005   0.495 203 192 179 106
r L98-S462       1112.940  2528.170  15.749   0.019 1.21400    0.393961  15.181   0.908   1.168   0.631 169 152 138  91
  L98-S492        280.867  2765.700  14.835   0.008 1.21400    0.393961  14.376   0.680   0.899   0.495 205 187 172 103
  L98-S514        762.424  2900.269  13.780   0.004 1.21400    0.393961  13.423   0.558   0.738   0.408 186 169 157 103
  L98-S533        377.094  3049.040  14.218   0.005 1.21400    0.393961  13.590   0.827   0.988   0.487 175 154 138  98
  L98-S548        718.580  3165.987  14.784   0.008 1.21400    0.393961  14.369   0.592   0.738   0.367 162 150 130  94
  L98-S585        105.284  3444.864  15.870   0.021 1.21400    0.393961  15.460   0.636   0.778   0.418 153 135 119  88
  L98-S588        484.612  3484.033  15.977   0.022 1.21400    0.393961  15.390   0.804   0.976   0.480 150 134 122  90
  L98-S591        403.903  3508.966  14.903   0.009 1.21400    0.393961  14.170   0.973   1.031   0.474 147 130 113  83
  L98-S950       1107.847    47.947  13.994   0.005 1.21400    0.393961  12.622   1.623   1.755   0.831 136 129 124  74
  L98-S955       1925.019   158.879  14.931   0.011 1.21400    0.393961  14.404   0.738   0.914   0.473 134 117 116  72
  L98-S958       1152.155   194.146  14.627   0.008 1.21400    0.393961  14.036   0.754   0.827   0.395 151 138 129  77
  L98-S963       1327.436   308.055  15.886   0.024 1.21400    0.393961  15.372   0.691   0.861   0.442 144 131 122  77
  L98-S965       2015.936   327.345  15.596   0.020 1.21400    0.393961  14.578   1.242   1.419   0.698 133 120 115  72
  L98-S971       1232.779   446.862  13.823   0.004 1.21400    0.393961  13.306   0.675   0.761   0.365 147 132 124  76
  L98-S982       1812.048   643.154  15.645   0.019 1.21400    0.393961  15.135   0.708   0.879   0.448 141 126 123  78
  L98-S985       1648.146   672.357  15.814   0.023 1.21400    0.393961  15.077   0.934   1.080   0.534 145 128 124  76
  L98-S987       1206.782   729.789  14.802   0.009 1.21400    0.393961  14.258   0.707   0.868   0.441 152 137 129  82
  L98-S992       1974.866   779.856  16.074   0.029 1.21400    0.393961  15.522   0.796   0.945   0.469 135 122 119  77
  L98-S1001      1731.893   959.006  14.821   0.009 1.21400    0.393961  13.031   2.121   2.316   1.100 141 126 125  78
  L98-S1006      1867.030  1032.353  15.971   0.027 1.21400    0.393961  15.548   0.595   0.731   0.400 140 126 122  79
  L98-S1008      1314.273  1028.001  15.615   0.017 1.21400    0.393961  15.075   0.724   0.874   0.436 152 138 127  82
  L98-S1027      1251.044  1470.062  14.634   0.007 1.21400    0.393961  14.209   0.595   0.754   0.410 148 132 126  82
  L98-S1032      1915.048  1532.258  15.921   0.023 1.21400    0.393961  15.610   0.572   0.695   0.379 136 118 119  75
  L98-S1034      1705.539  1532.729  12.857   0.002 1.21400    0.393961  11.950   1.135   1.262   0.615 139 119 118  74
  L98-S1035      1546.229  1569.237  15.481   0.016 1.21400    0.393961  14.763   0.905   1.068   0.492 137 121 119  77
  L98-S1042      1964.706  1651.753  15.095   0.011 1.21400    0.393961  14.535   0.763   0.920   0.460 138 122 117  74
  L98-S1059      1329.642  1984.695  14.646   0.007 1.21400    0.393961  14.039   0.776   0.880   0.418 143 134 126  83
  L98-S1060      1433.720  1993.191  14.665   0.008 1.21400    0.393961  14.287   0.551   0.661   0.330 134 128 117  80
  L98-S1067      1893.633  2088.026  15.707   0.018 1.21400    0.393961  14.655   1.322   1.494   0.735 135 120 116  77
  L98-S1094      1586.560  2495.102  14.721   0.008 1.21400    0.393961  14.227   0.718   0.888   0.449 138 116 118  78
c L98-S1095      1535.166  2506.003  15.161   0.011 1.21400    0.393961  14.689   0.682   0.793   0.384 142 123 119  80
  L98-S1105      1583.220  2728.044  14.704   0.008 1.21400    0.393961  14.147   0.764   0.903   0.448 132 113 116  77
  L98-S1107      1567.749  2829.416  15.192   0.011 1.21400    0.393961  14.822   0.616   0.746   0.369 134 115 115  78
  L98-S1108      1815.870  2871.946  16.339   0.030 1.21400    0.393961  15.827   0.764   0.884   0.428 132 113 114  73
  L98-S1111      1360.496  2957.385  16.045   0.024 1.21400    0.393961  14.302   2.073   2.325   1.104 144 125 116  80
  L98-S1112      1266.911  3039.113  13.845   0.004 1.21400    0.393961  13.247   0.789   0.940   0.463 141 122 116  79
  L98-S1115      1510.716  3259.159  15.937   0.021 1.21400    0.393961  15.578   0.642   0.789   0.442 137 119 114  77
  L98-S1118      1150.599  3384.073  14.806   0.008 1.21400    0.393961  14.451   0.573   0.727   0.416 145 129 116  88
  L98-S1119      1490.912  3398.071  15.994   0.023 1.21400    0.393961  15.517   0.686   0.851   0.472 126 110 104  76
  L98-S1123       392.669  3644.265  13.514   0.003 1.21400    0.393961  13.259   0.430   0.515   0.284 143 136 113  80
  L98-S1124       222.529  3642.442  15.881   0.021 1.21400    0.393961  15.217   0.883   1.021   0.496 144 137 114  83
  L98-S1942      2022.415  2868.421  13.870   0.004 1.21400    0.393961  13.480   0.595   0.697   0.342 124 106 105  67
