#Star             Xc        Yc      Mag      Merr  Airmass UT             V       B-V     V-I      R-I   nV nBV nVI nRI 
  L101-S2         411.280  3618.694  17.031   0.050 1.76400    5.519958  16.440   0.782   0.861   0.409  65  65  53  53
  L101-S4         633.140  3643.015  18.552   0.198 1.76400    5.519958  17.997   0.664   0.753   0.366  62  62  43  43
  L101-S7         270.078  3905.384  17.768   0.097 1.76400    5.519958  17.552   0.619   0.777   0.394  66  66  54  54
  L101-S8         248.081  3952.309   0.000   0.000 1.76400    5.519958  18.655   0.747   0.861   0.411  73  68  55  55
  L101-S11        577.717  4091.317   0.000   0.000 1.76400    5.519958  16.248   0.546   0.683   0.350  76  76  65  64
  L101-410       1259.518   879.895  14.159   0.004 1.76400    5.519958  13.677   0.525   0.659   0.329  16  16  16  22
  L101-408       1563.967   815.178  15.860   0.017 1.76400    5.519958  14.833   1.147   1.344   0.582  18  18  18  22
  L101-413       1733.841  1156.454  13.479   0.003 1.76400    5.519958  12.580   0.951   1.035   0.497  32  32  32  33
b L101-415        614.344  1669.854  15.661   0.015 1.76400    5.519958  15.261   0.589   0.721   0.362  47  47  47  50
  L101-S132       510.793    64.001  18.971   0.287 1.76400    5.519958  19.530   1.554   2.420   1.358  21  20  21  23
  L101-S133      1229.780   122.132  16.630   0.033 1.76400    5.519958  16.408   0.399   0.561   0.281  20  20  20  22
  L101-S136      1300.152   312.496  16.677   0.037 1.76400    5.519958  15.894   0.869   1.052   0.479  20  20  20  22
  L101-S137       789.691   318.383  16.287   0.025 1.76400    5.519958  15.757   0.618   0.748   0.358  23  23  23  25
  L101-S139        42.159   466.860  19.818   0.673 1.76400    5.519958  19.668   1.658   2.427   1.356  20  18  20  21
  L101-S141       408.753   502.795  20.456   1.123 1.76400    5.519958  18.641   1.337   1.619   0.751  22  22  22  23
  L101-S142       495.194   527.777   0.000   0.000 1.76400    5.519958  19.652   1.632   2.500   1.415  20  20  20  23
  L101-S145      1235.425   563.090  17.900   0.109 1.76400    5.519958  17.716   0.532   0.741   0.373  20  20  20  20
  L101-S146       697.756   584.548  19.513   0.490 1.76400    5.519958  19.187   1.601   2.336   1.293  21  21  21  25
  L101-S147      1160.910   608.866  17.748   0.101 1.76400    5.519958  17.030   0.672   0.780   0.370  20  20  20  21
  L101-S148       -11.820   611.417   0.000   0.000 1.76400    5.519958  17.496   0.446   0.626   0.315  23  23  22  22
  L101-S152       335.956   721.830  17.854   0.099 1.76400    5.519958  17.559   0.623   0.747   0.363  23  23  23  23
  L101-S154       117.436   842.392  18.683   0.228 1.76400    5.519958  18.852   0.767   0.907   0.425  20  20  15  15
  L101-S155      1378.237   882.170  18.449   0.171 1.76400    5.519958  18.249   1.124   1.507   0.710  16  16  16  22
  L101-S160       675.338   953.227  15.806   0.017 1.76400    5.519958  15.304   0.584   0.707   0.352  22  22  22  25
  L101-S162        35.816  1036.476  18.885   0.272 1.76400    5.519958  18.012   1.661   2.600   1.483  21  21  21  26
  L101-S163       693.023  1085.577  20.272   0.904 1.76400    5.519958  18.680   1.454   1.756   0.826  25  25  25  26
  L101-S164      1369.684  1091.131  18.529   0.184 1.76400    5.519958  18.498   0.982   1.235   0.564  22  22  18  18
  L101-S165      1843.838  1112.237  19.338   0.383 1.76400    5.519958  19.233   1.075   1.376   0.619  20  20  17  17
  L101-S167       107.435  1158.973  19.039   0.325 1.76400    5.519958  18.564   1.463   1.967   1.000  22  22  22  24
  L101-S172      1590.359  1245.302  17.445   0.071 1.76400    5.519958  16.879   0.815   0.929   0.427  24  24  24  24
  L101-S176       562.771  1279.705  14.290   0.005 1.76400    5.519958  13.600   0.704   0.811   0.356  36  36  36  38
  L101-S178       510.019  1338.182  17.320   0.065 1.76400    5.519958  16.902   0.639   0.785   0.358  47  47  44  44
  L101-S194      1975.003  1503.610  16.523   0.031 1.76400    5.519958  15.668   0.879   0.995   0.469  45  45  42  42
  L101-S196      1967.000  1533.918  18.739   0.232 1.76400    5.519958  18.316   1.575   2.246   1.246  46  42  45  45
  L101-S202       827.888  1581.169  16.578   0.032 1.76400    5.519958  15.682   1.009   1.228   0.545  49  49  48  48
  L101-S203       685.391  1602.943  17.485   0.075 1.76400    5.519958  16.938   0.545   0.697   0.355  49  49  49  49
  L101-S204       807.693  1614.143  18.731   0.235 1.76400    5.519958  17.394   1.152   1.328   0.576  48  48  48  50
  L101-S207      1278.772  1625.778  17.547   0.075 1.76400    5.519958  16.952   0.873   1.076   0.525  45  45  45  47
  L101-S212      1723.143  1706.290  18.359   0.153 1.76400    5.519958  19.638   1.543   1.949   0.967  34  23  34  40
c L101-S223      1262.548  1962.507  17.342   0.063 1.76400    5.519958  16.926   0.847   1.014   0.485  43  43  43  44
c L101-S225      1249.529  1981.305  17.460   0.072 1.76400    5.519958  17.129   0.584   0.721   0.370  43  43  43  44
  L101-S229        40.690  2007.661  17.842   0.106 1.76400    5.519958  16.814   0.859   1.038   0.493  46  46  46  47
  L101-S233       468.350  2103.568  20.091   0.807 1.76400    5.519958  19.163   1.533   2.056   1.063  42  36  42  49
  L101-S236       875.749  2187.175  17.182   0.056 1.76400    5.519958  15.963   1.335   1.626   0.744  48  48  48  51
  L101-S239        13.301  2326.455   0.000   0.000 1.76400    5.519958  17.456   1.419   1.947   0.986  48  48  48  51
  L101-S240       523.830  2478.050  17.976   0.116 1.76400    5.519958  17.289   0.766   0.929   0.458  55  55  51  51
