# V        B-V     V-I     R-I    Nnight--------  nobs----------  Vary? R.A.             D.E.C.         Name    
  11.916  -0.041   0.012  -0.015   0.002   0.002   0.002   0.002  80  80  57  57  80  80  57  57  0.000 340.43630342484   1.21022033903 L114-750      
  15.106  84.893   0.696  85.589   0.011  10.000   0.013  10.000   6   0   5   0   6   0   5   0  0.018 340.45652519862   1.17106716898 L114-S16      
  11.601   1.363   1.389   0.651   0.002   0.003   0.002   0.002  74  70  55  52  74  70  55  52  0.008 340.40352183978   0.98504405578 L114-548      
  12.777   0.725   0.790  88.012   0.002   0.007   0.006  10.000   9   6   5   0   9   6   5   0  0.015 340.45935695966   1.21212273704 L114-S6       
   9.239   1.485   1.521   0.721   0.001   0.002   0.002   0.001  62  62  60  60  62  62  60  60  0.000 340.79242206415   0.35441797389 L114-176      
  12.095   0.733   0.826   0.403   0.002   0.002   0.002   0.002  65  62  48  47  65  62  48  47  0.007 340.15324231784   0.86554807345 L114-531      
  15.008   1.108 -84.991   0.000   0.017   0.022  10.000  14.142   8   5   0   0   8   5   0   0  0.036 340.39635890325   1.20558829202 L114-S12      
  11.101   1.211   1.208   0.645   0.002   0.003   0.003   0.004  26  24  20  19  26  24  20  19  0.014 340.53875174522   1.17143220849 L114-670      
  15.916   1.068   1.147  85.230   0.010   0.017   0.012  10.000  10   7   6   0  10   7   6   0  0.017 340.18035852114   0.87572536574 L114-S1       
  15.352  84.647   0.790  85.437   0.011  10.000   0.021  10.000   6   0   5   0   6   0   5   0  0.032 340.46717344920   1.17035804113 L114-S21      
  11.833   0.656   0.711   0.343   0.001   0.003   0.003   0.003  19  19   6   6  19  19   6   6  0.000 340.35893061956   1.16974868192 L114-654      
  17.165  82.834   0.840   0.364   0.013  10.000   0.016   0.022  12   0   7   5  12   0   7   5  0.020 340.42792959213   1.19846551683 L114-S9       
  12.640   0.955   1.049   0.502   0.004   0.006   0.006   0.007  13  10  10   9  13  10  10   9  0.033 340.39616072973   1.18615023825 L114-656      
  17.502  82.497   1.364  83.861   0.008  10.000   0.020  10.000  12   0   7   0  12   0   7   0 -0.008 340.43637461662   1.20441728459 L114-S10      
