# V        B-V     V-I     R-I    Nnight--------  nobs----------  Vary? R.A.             D.E.C.         Name    
  18.458   1.373   1.692   0.771   0.004   0.007   0.005   0.005  62  42  62  52  70  50  68  58  0.006 235.04186040560  -0.23910145601 L107-S638     
  18.381   0.873   1.071   0.548   0.005   0.007   0.008   0.007  37  29  33  28  45  37  35  34  0.005 235.12073053519  -0.43196509467 L107-S728     
  18.242   1.022   1.236   0.590   0.004   0.006   0.006   0.006  63  50  60  52  80  55  66  60  0.011 234.63302661578  -0.25142499778 L107-S792     
  19.494   1.261   1.500   0.679   0.007   0.013   0.009   0.008  64  34  61  51  82  36  70  70  0.021 234.67793315252  -0.22339497513 L107-S808     
  19.690   0.774   0.963   0.493   0.007   0.011   0.013   0.012  33  30  32  32  49  35  33  33  0.013 234.69576067924  -0.47656376627 L107-S940     
  17.118   1.562   2.039   1.024   0.004   0.006   0.005   0.004  37  28  33  29  45  36  35  35  0.011 235.13638334274  -0.18336462574 L107-S1276    
  15.269   0.819 -84.730 -85.188   0.008   0.016  10.000  10.000  10   6   0   0  10   6   0   0  0.015 234.98063912392   0.11502163569 L107-S1575    
  18.136  81.863   1.769  83.632   0.010  10.000   0.014  10.000   7   0   7   0   9   0   9   0  0.029 235.37917327881  -0.16766119997 L107-S1782    
  16.754   0.814   0.928   0.457   0.002   0.003   0.003   0.003  83  56  76  58 112  81  90  78  0.008 234.77505922318  -0.33960802025 L107-S127     
  11.576   1.424   1.779   0.825   0.003   0.003   0.006   0.006  34  23  34  24  40  27  40  28  0.014 234.62636991342  -0.23521388809 L107-S389     
  19.812   0.853   1.015   0.494   0.009   0.017   0.013   0.012  28  25  28  31  40  29  33  33  0.020 234.90432449977  -0.49971218427 L107-S1059    
  19.333   1.536   2.207   1.160   0.008   0.016   0.010   0.010  33  13  33  22  46  13  46  26  0.020 234.92524530093  -0.10697661082 L107-S1543    
  19.830   0.622   0.822   0.422   0.008   0.012   0.018   0.017  51  41  27  27  66  45  29  29  0.024 234.66617760658  -0.24826664713 L107-S804     
  20.148   1.336   1.776   0.887   0.010   0.020   0.012   0.010  37  15  37  47  51  15  51  57  0.013 234.76744529804  -0.24282482889 L107-S838     
  19.012   0.865   1.006   0.496   0.004   0.007   0.008   0.008  65  44  58  47  91  57  68  66  0.011 234.94372199376  -0.38776229620 L107-S1085    
  19.961  80.038   2.023   1.032   0.015  10.000   0.016   0.010  21   0  21  26  22   0  22  31  0.046 235.11030580997  -0.18551249491 L107-S1239    
  18.436   0.931   1.125   0.542   0.005   0.008   0.010   0.010  37  24  32  22  54  29  38  28  0.017 234.78398555915  -0.12291884952 L107-S483     
  16.393   0.628   0.817   0.444   0.006   0.012   0.008   0.007   9   9   9   9  10  10  10   9  0.015 235.05661742687   0.03201429897 L107-S1605    
  16.824   0.763 -83.175 -83.617   0.015   0.019  10.000  10.000   5   5   0   0   5   5   0   0  0.035 235.09312943618  -0.67862104098 L107-S1623    
  18.697  81.302   1.098  82.400   0.009  10.000   0.015  10.000  15   0   8   0  17   0  10   0  0.021 235.17455854416  -0.11275278197 L107-S1659    
  17.125   0.835   0.960   0.461   0.002   0.003   0.003   0.004  63  48  58  47  71  56  62  53  0.007 235.03804858923  -0.17829147339 L107-S632     
  14.722   0.973   1.138   0.517   0.004   0.007   0.007   0.006  24  17  14  11  26  19  16  11  0.012 235.12051825523  -0.07735967848 L107-S726     
  18.502   1.023   1.213   0.564   0.006   0.009   0.008   0.006  40  27  33  28  48  35  35  34  0.014 235.14938007991  -0.37568206575 L107-S760     
  20.552  79.447 -79.447 -79.890   0.015  10.000  10.000  10.000  25   0   0   0  40   0   0   0  0.044 234.84181649685  -0.29397726483 L107-S1511    
  16.505   0.866   0.944  84.438   0.009   0.011   0.013  10.000   7   7   7   0   9   9   9   0  0.015 235.35195241769  -0.21328426149 L107-S1762    
  19.224   0.569   0.789   0.426   0.005   0.009   0.015   0.016  60  43  50  42  79  55  55  55  0.044 235.02157300313  -0.33717576053 L107-S1       
  17.628   0.634   0.808   0.420   0.003   0.004   0.004   0.004  76  53  70  49 104  79  82  71  0.011 234.67945227623  -0.20123970071 L107-S79      
  18.580   1.081   1.289   0.589   0.003   0.005   0.005   0.005 102  70  96  76 136  89 114  98  0.010 234.81706887881  -0.21074781948 L107-S147     
  18.219   1.406   1.701   0.796   0.004   0.008   0.005   0.003  64  46  64  43  93  65  82  63  0.017 234.97534329096  -0.43853108565 L107-S293     
  18.243   0.721   0.889   0.461   0.004   0.008   0.009   0.009  45  38  39  27  62  44  47  31  0.018 234.98700660070  -0.08464924243 L107-S307     
  18.968   1.627   2.195   1.139   0.004   0.011   0.005   0.005  78  41  78  63 105  45  97  85  0.020 234.75854935447  -0.23181930436 L107-S332     
  16.975   1.286   1.486   0.661   0.002   0.004   0.003   0.003  63  54  63  49  87  70  77  65  0.011 235.01806114912  -0.44351658927 L107-S610     
  19.443   0.825   0.979   0.500   0.008   0.013   0.019   0.018  34  22  24  23  39  25  25  25  0.030 235.16925239563  -0.26165019671 L107-S1311    
  17.374   0.777   0.937   0.457   0.005   0.009   0.009   0.008  26  21  25  18  34  29  27  24  0.021 235.18342339198  -0.45767463737 L107-S1325    
  18.168   0.581   0.807   0.428   0.004   0.007   0.007   0.006  48  42  47  38  61  61  54  54  0.016 234.84994702339  -0.53020434909 L107-S159     
  16.061   0.813   0.983   0.494   0.002   0.002   0.002   0.002  76  54  69  45 108  77  86  65  0.005 234.95912071864  -0.34950681580 L107-S275     
  18.196   0.934   1.138   0.570   0.005   0.007   0.006   0.005  40  30  33  28  48  38  35  34  0.007 235.15213460922  -0.36199611240 L107-S768     
  19.781   1.025   1.209   0.556   0.007   0.011   0.010   0.009  64  37  52  52  84  39  53  53  0.006 234.78289643129  -0.33073577881 L107-S844     
  19.623   0.614   0.791   0.420   0.006   0.010   0.011   0.011  80  55  51  51  96  64  52  52  0.011 234.79669426282  -0.19533844630 L107-S847     
  20.427   0.645 -79.572 -79.998   0.013   0.019  10.000  10.000  22  22   0   0  31  24   0   0  0.006 234.72625570297  -0.30191931725 L107-S964     
  20.009  79.990   2.388   1.293   0.014  10.000   0.017   0.012  14   0  14  21  17   0  17  24  0.007 235.11618241469  -0.55972466151 L107-S1245    
  19.163   0.674   0.844   0.452   0.005   0.008   0.008   0.008  62  45  49  46  87  59  56  56  0.009 234.97843642235  -0.35827324867 L107-S1573    
  17.184   1.223   1.477   0.650   0.003   0.005   0.004   0.005  46  33  43  22  59  39  51  26  0.008 234.97889316877  -0.05196195761 L107-S295     
  18.775   0.983   1.189   0.560   0.004   0.008   0.006   0.005  68  49  64  49  93  63  76  69  0.011 234.87731444041  -0.38764621019 L107-S540     
  17.931   0.543   0.742   0.385   0.003   0.005   0.006   0.006  44  34  35  30  52  42  37  36  0.005 235.09698177179  -0.19517271890 L107-S706     
  19.545   0.623   0.843   0.443   0.009   0.012   0.013   0.012  33  32  29  29  38  37  30  30  0.012 234.68205771446  -0.53534156958 L107-S931     
