# V        B-V     V-I     R-I    Nnight--------  nobs----------  Vary? R.A.             D.E.C.         Name    
  11.546   0.488   0.592   0.299   0.001   0.002   0.001   0.001  52  52  37  37  52  52  37  37  0.013  28.65723487536   0.71699927380 L93-317       
   9.788   0.510 -90.211   0.000   0.006   0.009  10.000  14.142   6   6   0   0   6   6   0   0  0.000  28.76297532717   0.66967431757 L93-332       
  11.080   0.641 -88.919   0.000   0.002   0.003  10.000  14.142  20  20   0   0  22  22   0   0  0.002  28.10046797593   0.54219588916 L93-179       
  11.968   0.857   0.905   0.421   0.003   0.004   0.004   0.005  24  24   5   5  24  24   5   5  0.000  28.65468686422   0.89685449282 L93-407       
  11.620   1.083   1.058   0.504   0.001   0.002   0.002   0.001  54  54  40  40  54  54  40  40 -0.001  28.85976207256   0.94527223057 L93-424       
  12.598   0.650 -87.401   0.000   0.006   0.009  10.000  14.142  13  13   0   0  13  13   0   0  0.000  28.61258867582   0.99244597329 L93-503       
   9.388   0.850 -90.611   0.000   0.007   0.009  10.000  14.142   6   6   0   0   6   6   0   0  0.000  28.82655611038   0.60887081941 L93-241       
  11.638   0.670 -88.361   0.000   0.007   0.009  10.000  14.142   7   7   0   0   7   7   0   0  0.000  28.43540945053   0.96301205953 L93-395       
   9.558   0.450 -90.441   0.000   0.005   0.007  10.000  14.142   9   9   0   0   9   9   0   0  0.000  28.70981241862   0.78397722708 L93-326       
  12.188   0.500 -87.811   0.000   0.007   0.010  10.000  14.142   9   9   0   0   9   9   0   0  0.000  28.58206255436   0.92235976060 L93-405       
  11.918   0.750 -88.081   0.000   0.006   0.008  10.000  14.142  17  17   0   0  17  17   0   0  0.000  28.75540014654   0.88172999806 L93-417       
  14.023   0.651 -85.976   0.000   0.006   0.010  10.000  14.142  12  11   0   0  14  13   0   0 -0.001  28.13693429629   0.53047570546 L93-S1        
  11.238   0.656 -88.761   0.000   0.002   0.003  10.000  14.142  21  21   0   0  23  23   0   0  0.003  28.11324103673   0.53847868972 L93-180       
  11.998   0.590 -88.001   0.000   0.005   0.007  10.000  14.142  15  15   0   0  15  15   0   0  0.000  28.56006643772   0.77306938330 L93-312       
  10.928   0.590 -89.071   0.000   0.006   0.009  10.000  14.142   6   6   0   0   6   6   0   0  0.000  28.99985869726   0.78691572057 L93-351       
  12.010   0.832   0.891   0.423   0.002   0.003   0.002   0.002  55  55  38  38  55  55  38  38 -0.002  28.77174590627   0.76196752124 L93-333       
  12.258   0.500 -87.741   0.000   0.006   0.009  10.000  14.142  13  13   0   0  13  13   0   0  0.000  28.27866362532   1.00648643017 L93-484       
  10.258   0.470 -89.741   0.000   0.006   0.009  10.000  14.142   8   8   0   0   8   8   0   0  0.000  28.99077784220   0.77094932053 L93-350       
