# V        B-V     V-I     R-I    Nnight--------  nobs----------  Vary? R.A.             D.E.C.         Name    
  20.334  79.665   2.292   1.155   0.008  10.000   0.010   0.014  43   0  43  19  48   0  48  23  0.029  58.37176302274   0.01958721108 L95-S58       
  14.051   1.056   1.236   0.595   0.003   0.005   0.006   0.007  35  14  12  12  37  16  13  12  0.010  58.71157261531   0.06630345980 L95-S142      
  14.184   0.738   0.911   0.461   0.002   0.004   0.005   0.005  33  12  11  10  34  13  12  10  0.007  58.74527260462   0.15608200762 L95-S422      
  19.338   1.806   2.835   1.553   0.006   0.019   0.008   0.011  68   8  58  26  79  15  79  30  0.030  58.44568629265  -0.02672808011 L95-S74       
  18.256   1.462   1.803   0.845   0.004   0.013   0.006   0.007  50  19  23  15  57  23  33  17  0.020  58.27130866845   0.09638416078 L95-S165      
  18.585  81.414   2.226   1.092   0.011  10.000   0.012   0.008  19   0  18  15  22   0  22  20  0.033  58.32715771198   0.29612124549 L95-S233      
  18.705  81.294   2.034   1.007   0.007  10.000   0.010   0.010  36   0  13  13  40   0  20  19  0.017  58.52826141516   0.18169991599 L95-S299      
  18.872   1.266   1.489  82.616   0.005   0.016   0.011  10.000  24  23  16   0  24  23  16   0  0.031  58.64659698804   0.58994462808 L95-S104      
   9.556   0.541 -90.443   0.000   0.005   0.008  10.000  14.142  46  16   0   0  50  20   0   0  0.038  58.55694765250  -0.13995568858 L95-52        
  17.133   1.075   1.253   0.600   0.003   0.005   0.004   0.005  70  46  38  13  90  66  63  17  0.012  58.28175257643  -0.02924765163 L95-S33       
  19.923  80.076   2.227   1.107   0.007  10.000   0.008   0.010  49   0  48  23  56   0  56  27  0.011  58.37860358556  -0.04798556116 L95-S62       
  16.464   1.205   1.366   0.650   0.005   0.010   0.006   0.008  17   7   8   5  20  12  14   7  0.013  58.42456836700   0.32531581402 L95-S263      
  15.628   0.829   1.010   0.503   0.002   0.008   0.003   0.004  45  14  12  12  46  15  17  12  0.013  58.63697444598  -0.02123730871 L95-S365      
  17.055   0.913   1.134   0.566   0.004   0.009   0.010   0.011  30  11   9   9  31  12  10   9  0.012  58.70328984261   0.22122559018 L95-S404      
  13.313   0.952   1.211   0.539   0.017   0.018   0.024   0.018  10   5   5   5  10   5   5   5  0.031  58.96401623090   0.12140212854 L95-S572      
  18.296  81.703   2.235   1.118   0.005  10.000   0.008   0.009  44   0  13  13  54   0  24  19  0.026  58.54080924193  -0.04222992897 L95-S305      
  18.120   1.099   1.204   0.581   0.005   0.015   0.010   0.014  40  12  12  11  40  12  16  11  0.019  58.60291398366  -0.12808913549 L95-S341      
  17.492   1.029   1.222   0.593   0.003   0.014   0.006   0.009  38  12  11  10  39  13  16  10  0.017  58.65129456520   0.27818636788 L95-S374      
  17.081   1.016   1.148   0.559   0.004   0.007   0.006   0.006  31  22  18  15  37  30  27  20  0.011  58.34499598344   0.29540769683 L95-S81       
  16.659   0.888   1.079   0.562   0.003   0.008   0.008   0.011  35  12  11  11  35  12  11  11  0.014  58.77320147753  -0.05269052956 L95-S438      
  16.884   1.637   2.466   1.370   0.003   0.008   0.004   0.007  64  40  37  21  73  47  51  24  0.022  58.31486291488   0.08913265652 L95-S43       
  17.078   1.233   1.496  84.417   0.003   0.007   0.007  10.000  25  24  16   0  25  24  16   0  0.016  58.54361506701   0.59874938329 L95-S127      
  19.469   1.058   1.279   0.606   0.006   0.016   0.011   0.017  42  12  23  13  46  15  34  16  0.023  58.32162563006   0.11527100033 L95-S231      
